NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RdNBR,RdNBR_BL,dNBR,dNBR_BL,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,lon,lat,elev,slope,aspect,HeatLoad,MaxTreeHeight,QMD_LAF,QMD_all,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,ba_ha,stems_ha,RedGrayGreenStage.BA.p,OutbreakStage
All,5,BJH,2011,2012,1,fort,fort5,5,Extraction,688,686,517,522,542,547,257,256,0.61905,-113.789,46.2609,2253,15,174,0.851383,26.51,20.05,20.37,crown,d,3,20.92,0.79,1,9.5,1.1,0.74,0.21,1,1,ABLA,PICO,3,3,,,53.44,1641,0.06,gray
All,6,BJH,2011,2012,1,fort,fort6,6,Extraction,126,83,73,41,98,66,-30,-46,0.6044,-113.784,46.2628,2251,14,128,0.713362,25.07,23.68,22.93,lightsurf,b,1,3.28,0.13,0.51,22.6,0.2,0.23,0.31,0.61,0.65,ABLA,PIEN,3,3,,,44.38,1075,0.01,gray
All,7,BJH,2011,2012,1,fort,fort7,7,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,0.63855,-113.78,46.2656,2296,8,264,0.786676,29.03,14.31,14.14,lightsurf,b,1,0.73,0.02,0.53,23.2,0.2,0.23,0.38,0.43,0.5,PIEN,ABLA,3,3,,,53.31,3395,0,gray
All,8,BJH,2011,2012,1,fort,fort8,8,Extraction,367,NA,266,-1985,291,-1960,123,-2,0.62667,-113.772,46.2666,2262,9,151,0.756975,29.16,21.34,21.76,lightsurf,b,1,2.05,0.07,0.71,20.1,0.1,0.13,0.51,0.76,0.72,PIEN,ABLA,3,3,,,50.46,1358,0.02,gray
All,9,BJH,2011,2012,1,fort,fort9,9,Extraction,646,643,484,473,509,498,328,218,0.61905,-113.775,46.2545,2203,12,294,0.788351,21.78,21.5,21.98,sevsurf,c,2,9.08,0.42,0.97,11.3,1.2,0.7,0.09,1,1,ABLA,PICO,3,3,,,41.32,1089,0.05,gray
All,52,BJH,2011,2012,1,rr,gh1,52,Extraction,961,913,652,507,670,647,397,396,0.38095,-110.317,43.6145,2602,12,278,0.857285,22.1,18.38,22.37,crown,d,3,12.35,0.56,1,0.1,7.1,0.96,0.01,1,1,PICO,PIAL,3,3,,,56.13,1429,0.7,gray
All,53,BJH,2011,2012,1,rr,gh2,53,Stripping,604,816,NA,NA,NA,NA,NA,NA,0,-110.322,43.617,2631,18,206,0.932219,26.8,30.31,30.85,lightsurf,b,1,5.81,0.22,0.92,5,5.2,0.35,0.07,0.23,0.43,ABLA,PIEN,3,3,,,68.68,920,0.29,gray
All,54,BJH,2011,2012,1,rr,gh3,54,Extraction,867,1033,588,639,606,635,352,373,0.37209,-110.322,43.6137,2560,8,179,0.821092,26.2,16.68,22.41,sevsurf,c,2,3.28,0.13,1,2.7,6.9,0.58,0.07,1,1,PIAL,ABLA,3,3,,,44.06,1118,0.6,gray
All,306,BJH,2008,2011,3,gunbarrel,goff1,306,Extraction,541,621,133,196,155,218,157,200,0.08271,-109.83,44.4953,2519,37,212,1.022601,22.85,13.3,16.21,lightsurf,b,1,5.96,0.26,0.67,5,0,0.18,0.25,0.65,0.63,PSME,PIFL,2,2,,,27.13,1316,0.36,gray
All,315,BJH,2008,2011,3,gunbarrel,goff10,315,Extraction,834,816,351,311,373,333,259,237,0.2,-109.826,44.4885,2488,26,309,0.802262,22.62,16.53,25.54,crown,d,3,20.32,0.9,1,0.4,1.4,0.39,0.38,1,1,PSME,,2,2,,,44.18,863,0.79,gray
All,316,BJH,2008,2011,3,gunbarrel,goff11,316,Extraction,541,532,247,235,269,257,284,266,0.24706,-109.831,44.4865,2371,29,293,0.900194,28.78,17.73,32.06,lightsurf,b,1,6.93,0.24,0.79,3.6,0.6,0.2,0.38,0.95,0.94,PSME,,2,2,,,63.91,792,0.81,gray
All,317,BJH,2008,2011,3,gunbarrel,goff12,317,Extraction,816,896,378,433,400,455,293,325,0.24051,-109.82,44.4844,2626,15,239,0.884842,22.62,10.85,19.16,sevsurf,c,2,6.24,0.28,0.97,4.8,3.2,0.06,0.67,1,1,PSME,PIEN,2,2,,,41.59,1443,0.77,gray
All,318,BJH,2008,2011,3,gunbarrel,goff13,318,Extraction,978,991,474,464,496,486,390,379,0.25714,-109.825,44.4821,2466,30,312,0.778246,24.02,10.89,19.2,crown,d,3,20.84,0.87,1,0.7,0,0.41,0.43,1,1,PSME,ABLA,2,2,,,43,1485,0.72,gray
All,319,BJH,2008,2011,3,gunbarrel,goff14,319,Extraction,1047,1091,475,488,497,510,439,437,0.22581,-109.837,44.4911,2520,22,151,0.850184,22.27,17.51,21.11,crown,d,3,20.28,0.91,1,2.9,2.9,0.27,0.64,1,1,PSME,ABLA,2,2,,,37.13,1061,0.57,gray
All,320,BJH,2008,2011,3,gunbarrel,goff15,320,Extraction,453,456,210,212,232,234,187,177,0.2623,-109.837,44.4803,2275,20,148,0.830301,26.67,17.92,27.28,crown,d,3,21.91,0.82,1,3.7,0.3,0.12,0.76,1,1,PSME,,2,2,,,56.21,962,0.64,gray
All,321,BJH,2008,2011,3,gunbarrel,goff16,321,Extraction,368,363,179,176,201,198,236,233,0.29787,-109.839,44.4757,2241,17,153,0.837421,24.98,14.23,25.69,sevsurf,c,2,21.45,0.86,1,3.7,1,0.05,0.87,1,1,PSME,,2,2,,,24.19,467,0.78,gray
All,322,BJH,2008,2011,3,gunbarrel,goff17,322,Extraction,596,588,289,287,311,309,170,197,0.27273,-109.832,44.4823,2374,24,221,0.935316,23.07,19.66,23.76,sevsurf,c,2,17.4,0.75,1,6.8,2.3,0.23,0.62,1,1,PSME,PICO,2,2,,,48.28,1089,0.54,gray
All,323,BJH,2008,2011,3,gunbarrel,goff18,323,Extraction,804,799,343,354,365,376,186,212,0.20635,-109.833,44.4764,2298,27,310,0.795771,20.73,13.81,18.1,crown,d,3,19.42,0.94,1,2.2,0,0.4,0.4,1,1,PSME,,2,2,,,37.46,1457,0.76,gray
All,324,BJH,2008,2011,3,gunbarrel,goff19,324,Extraction,835,808,598,563,620,585,268,293,0.55102,-109.839,44.4708,2177,19,93,0.581937,20.02,17.35,20.09,crown,d,3,19.29,0.96,1,6.8,0.3,0.27,0.42,1,1,PSME,,2,2,,,30.92,976,0.51,gray
All,307,BJH,2008,2011,3,gunbarrel,goff2,307,Extraction,859,761,369,334,391,356,261,258,0.20721,-109.845,44.4996,2724,23,233,0.941506,24.02,14.23,20.66,sevsurf,c,2,5.49,0.23,0.93,3.4,1.5,0.35,0.35,0.81,0.93,PIFL,PSME,2,2,,,33.2,990,0.56,gray
All,325,BJH,2008,2011,3,gunbarrel,goff20,325,Extraction,622,590,372,345,394,367,234,235,0.4,-109.838,44.4661,2161,25,147,0.836879,26.51,14.48,24.29,lightsurf,b,1,6.7,0.25,0.91,21.3,0.6,0.07,0.5,0.53,0.82,PSME,,2,2,,,44.54,962,0.73,gray
All,326,BJH,2008,2011,3,gunbarrel,goff21,326,Extraction,485,556,161,214,183,236,153,172,0.14286,-109.823,44.4719,2352,24,270,0.967013,25.43,15.82,30.07,crown,d,3,21.18,0.83,1,3.9,0.6,0.17,0.34,1,1,PSME,,2,2,,,49.19,693,0.92,gray
All,327,BJH,2008,2011,3,gunbarrel,goff22,327,Extraction,729,563,407,297,429,319,299,253,0.34615,-109.827,44.4696,2260,23,289,0.899106,23.61,14.39,25.47,crown,d,3,21.01,0.89,1,4.6,0.6,0.23,0.29,1,1,PSME,,2,2,,,51.14,1004,0.8,gray
All,328,BJH,2008,2011,3,gunbarrel,goff23,328,Extraction,935,931,563,556,585,578,376,341,0.3913,-109.83,44.467,2202,30,325,0.688415,22.15,17.78,22.5,sevsurf,c,2,11.31,0.51,1,7.5,0.7,0.29,0.32,1,1,PSME,,2,2,,,29.8,750,0.63,gray
All,329,BJH,2008,2011,3,gunbarrel,goff24,329,Extraction,638,625,377,371,399,393,295,304,0.3913,-109.832,44.463,2188,19,197,0.937648,24.22,13.63,17.36,lightsurf,b,1,0.68,0.03,0.43,11.1,0.1,0.1,0.34,0.41,0.57,PSME,,2,2,,,47.51,2009,0.58,gray
All,308,BJH,2008,2011,3,gunbarrel,goff3,308,Extraction,944,923,491,457,513,479,356,345,0.29524,-109.826,44.4976,2571,25,115,0.648675,28.39,15.95,20.88,sevsurf,c,2,10.54,0.37,1,4,3.4,0.36,0.29,1,1,PSME,PICO,2,2,,,32.42,948,0.48,gray
All,309,BJH,2008,2011,3,gunbarrel,goff4,309,Extraction,2880,2079,219,206,241,228,231,206,-0.00752,-109.835,44.4968,2581,28,68,0.406633,25.51,12.89,26.13,sevsurf,c,2,16.66,0.65,1,1.1,1.7,0.35,0.45,1,1,PSME,,2,2,,,56.87,1061,0.78,gray
All,310,BJH,2008,2011,3,gunbarrel,goff5,310,Extraction,871,764,263,207,285,229,277,232,0.10744,-109.838,44.4948,2652,11,139,0.767378,28.26,15.43,25.02,lightsurf,b,1,3.74,0.13,0.82,6.3,1.8,0.28,0.42,0.62,0.88,PSME,,2,2,,,48.65,990,0.71,gray
All,311,BJH,2008,2011,3,gunbarrel,goff6,311,Extraction,750,926,207,272,229,294,349,322,0.09375,-109.834,44.4937,2549,16,154,0.835012,24.88,14.39,24.99,crown,d,3,17.18,0.69,1,1.5,1.9,0.42,0.33,1,1,PSME,,2,2,,,40.24,821,0.8,gray
All,312,BJH,2008,2011,3,gunbarrel,goff7,312,Extraction,995,971,423,364,445,386,311,258,0.2,-109.823,44.4989,2601,32,249,1.032935,26.51,12.69,24.07,lightsurf,b,1,5.4,0.2,0.81,4.7,3.4,0.29,0.35,0.92,0.92,PSME,,2,2,,,51.46,1132,0.8,gray
All,313,BJH,2008,2011,3,gunbarrel,goff8,313,Extraction,639,647,247,236,269,258,187,174,0.17778,-109.825,44.495,2526,30,290,0.919128,26.19,9.83,21.34,sevsurf,c,2,8.81,0.34,0.93,4.1,1.7,0.38,0.28,1,0.98,PSME,ABLA,2,2,,,30.86,863,0.77,gray
All,314,BJH,2008,2011,3,gunbarrel,goff9,314,Extraction,1030,1049,548,490,570,512,441,415,0.30667,-109.824,44.4916,2590,22,285,0.908814,26.19,15.66,22,crown,d,3,20.4,0.78,1,1.5,2,0.39,0.33,1,1,PSME,ABLA,2,2,,,46.78,1231,0.61,gray
All,398,BJH,2008,2009,1,gunbarrel,gunbarrel_ub1,398,Extraction,134,126,-22,-22,0,56,26,25,0.2,-109.451,44.5184,2462,18,101,0.622965,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.75,
All,407,BJH,2008,2009,1,gunbarrel,gunbarrel_ub10,407,Extraction,-233,-171,-138,-107,-122,-94,-156,-114,0.27273,-109.629,44.4914,2117,21,1,0.546693,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,408,BJH,2008,2009,1,gunbarrel,gunbarrel_ub11,408,Extraction,151,112,-85,-87,56,42,-147,-149,0.13684,-109.876,44.4925,2415,24,307,0.811101,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.25,
All,409,BJH,2008,2009,1,gunbarrel,gunbarrel_ub12,409,Extraction,-101,-44,-25,-45,-42,-18,-57,-66,0.17117,-109.88,44.489,2359,23,283,0.922999,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
All,410,BJH,2008,2009,1,gunbarrel,gunbarrel_ub13,410,Extraction,-32,36,-35,-21,-16,18,2,4,0.23729,-109.887,44.4804,2162,15,307,0.794067,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.75,
All,411,BJH,2008,2009,1,gunbarrel,gunbarrel_ub14,411,Extraction,-139,-106,34,10,-70,-53,-56,-46,0.25253,-109.893,44.4771,2115,21,299,0.847546,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0,
All,412,BJH,2008,2009,1,gunbarrel,gunbarrel_ub15,412,Extraction,227,239,-11,-24,108,114,51,39,0.22523,-109.881,44.4755,2091,37,268,1.037434,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.5,
All,413,BJH,2008,2009,1,gunbarrel,gunbarrel_ub16,413,Extraction,-142,-104,-79,-54,-57,-41,-103,-101,0.15909,-109.738,44.4524,2019,35,279,0.988849,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,414,BJH,2008,2009,1,gunbarrel,gunbarrel_ub17,414,Extraction,-89,-89,-59,-61,-41,-41,-78,-89,0.20988,-109.737,44.4491,2108,30,352,0.519629,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,415,BJH,2008,2009,1,gunbarrel,gunbarrel_ub18,415,Extraction,69,23,-113,-94,31,11,-61,-57,0.2,-109.709,44.455,2016,25,311,0.793493,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,416,BJH,2008,2009,1,gunbarrel,gunbarrel_ub19,416,Extraction,68,63,20,14,36,34,4,5,0.2782,-109.826,44.4461,2164,36,244,1.038772,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0,
All,399,BJH,2008,2009,1,gunbarrel,gunbarrel_ub2,399,Extraction,-2,-5,-16,-11,-1,-2,3,4,0.24074,-109.445,44.5173,2344,15,115,0.690356,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.5,
All,417,BJH,2008,2009,1,gunbarrel,gunbarrel_ub20,417,Extraction,-369,-223,102,68,-196,-122,22,6,0.28261,-109.836,44.4404,2096,28,293,0.898148,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0,
All,418,BJH,2008,2009,1,gunbarrel,gunbarrel_ub21,418,Extraction,-156,-160,-73,-65,-73,-76,-66,-59,0.21739,-109.857,44.4467,2228,38,263,1.051437,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,419,BJH,2008,2009,1,gunbarrel,gunbarrel_ub22,419,Extraction,45,15,-1,-15,25,9,-4,-1,0.30645,-109.88,44.4618,2194,19,50,0.453528,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.75,
All,420,BJH,2008,2009,1,gunbarrel,gunbarrel_ub23,420,Extraction,142,61,-68,-32,56,23,-85,-52,0.15556,-109.868,44.4708,2073,26,287,0.922138,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,421,BJH,2008,2009,1,gunbarrel,gunbarrel_ub24,421,Extraction,298,159,12,18,142,76,11,45,0.22772,-109.873,44.4753,2138,30,291,0.915628,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,422,BJH,2008,2009,1,gunbarrel,gunbarrel_ub25,422,Extraction,-378,-370,60,65,-188,-182,-90,-110,0.24706,-109.886,44.4934,2360,24,81,0.492577,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.75,
All,423,BJH,2008,2009,1,gunbarrel,gunbarrel_ub26,423,Extraction,37,92,100,48,26,66,105,87,0.4902,-109.889,44.4966,2440,20,97,0.585947,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0.75,
All,400,BJH,2008,2009,1,gunbarrel,gunbarrel_ub3,400,Extraction,-47,25,0,12,-27,16,-37,-16,0.31915,-109.442,44.52,2342,11,181,0.84741,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.5,
All,401,BJH,2008,2009,1,gunbarrel,gunbarrel_ub4,401,Extraction,-343,-354,-97,-95,-188,-193,-108,-94,0.3,-109.411,44.5298,2261,34,9,0.399112,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.25,
All,402,BJH,2008,2009,1,gunbarrel,gunbarrel_ub5,402,Extraction,93,24,21,9,49,13,36,32,0.27451,-109.423,44.5315,2389,11,85,0.622901,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.75,
All,403,BJH,2008,2009,1,gunbarrel,gunbarrel_ub6,403,Extraction,73,80,47,47,32,34,63,50,0.19266,-109.59,44.5164,2518,26,216,0.963844,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.75,
All,404,BJH,2008,2009,1,gunbarrel,gunbarrel_ub7,404,Extraction,99,62,40,34,49,31,53,47,0.24211,-109.597,44.5163,2591,21,46,0.429265,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0.5,
All,405,BJH,2008,2009,1,gunbarrel,gunbarrel_ub8,405,Extraction,4,4,-22,-44,2,2,-58,-69,0.23077,-109.602,44.5202,2371,32,349,0.525298,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0,
All,406,BJH,2008,2009,1,gunbarrel,gunbarrel_ub9,406,Extraction,109,91,94,87,56,45,41,40,0.26126,-109.619,44.5165,2196,26,36,0.384908,,,,unburned,a,0,0,0,0,,0,0,,0,0,PSME,,,,,,,,0,
All,365,BJH,2008,2011,3,gunbarrel,gunbarrel1,365,Extraction,721,676,350,325,372,347,182,170,0.26667,-109.792,44.4644,2012,25,62,0.418561,26.67,13.59,24.89,sevsurf,c,2,16.75,0.63,1,6.1,9.4,0.17,0.54,1,1,PSME,PICO,2,2,,,33.03,679,0.76,gray
All,366,BJH,2008,2011,3,gunbarrel,gunbarrel2,366,Extraction,365,497,126,186,148,208,190,172,0.16484,-109.789,44.4704,2060,26,190,0.997187,23.18,16.59,24.46,lightsurf,b,1,2.28,0.1,0.79,16.2,0.6,0.24,0.22,0.47,0.82,PSME,,2,2,,,35.22,750,0.72,gray
All,367,BJH,2008,2011,3,gunbarrel,gunbarrel3,367,Extraction,214,294,54,91,76,113,133,123,0.125,-109.788,44.4655,2052,20,240,0.934285,28.12,17.93,24.8,sevsurf,c,2,16.91,0.6,0.87,4.5,0.6,0.24,0.18,1,1,PSME,JUSP,1,2,,,26.65,552,0.54,gray
All,368,BJH,2008,2011,3,gunbarrel,gunbarrel4,368,Extraction,332,447,82,114,104,136,180,168,0.09836,-109.792,44.4797,2209,33,274,1.004721,26.35,17.37,26.55,lightsurf,b,1,4.29,0.16,0.87,13.9,0.4,0.23,0.17,0.88,0.89,PSME,,2,2,,,62.63,1132,0.76,gray
All,369,BJH,2008,2011,3,gunbarrel,gunbarrel5,369,Extraction,698,637,254,185,276,207,67,85,0.15686,-109.79,44.4818,2293,25,204,0.985102,24.12,21.25,24.65,lightsurf,b,1,2.28,0.09,0.84,12.3,2.4,0.34,0.13,0.48,0.66,PSME,,2,2,,,49.24,1033,0.55,gray
All,370,BJH,2008,2011,3,gunbarrel,gunbarrel6,370,Extraction,676,754,240,236,262,258,213,193,0.15094,-109.785,44.4815,2372,24,176,0.957199,25.86,16.72,26.77,sevsurf,c,2,4.41,0.17,0.96,5.6,1.5,0.2,0.33,1,1,PSME,,2,2,,,65.25,1160,0.69,gray
All,371,BJH,2008,2011,3,gunbarrel,gunbarrel7,371,Extraction,746,682,131,122,153,144,30,52,0.04274,-109.786,44.4789,2297,21,226,0.906092,25.51,14.5,22.14,lightsurf,b,1,0.78,0.03,0.38,12.4,1.4,0.17,0.14,0.12,0.16,PSME,,2,2,,,28.85,750,0.7,gray
All,330,BJH,2008,2011,3,gunbarrel,jim1,330,Extraction,21,58,-8,13,14,35,138,121,0.41748,-109.441,44.5228,2452,20,122,0.705695,26.35,22.38,32.73,lightsurf,b,1,2.55,0.1,0.92,8.1,7,0.04,0.9,0.88,0.91,PSME,,2,2,,,73.74,877,0.75,gray
All,331,BJH,2008,2011,3,gunbarrel,jim2,331,Extraction,524,654,229,322,251,344,242,283,0.22917,-109.448,44.5244,2527,20,164,0.892274,26.51,17.83,28.99,sevsurf,c,2,13.76,0.52,0.99,2.8,1.2,0.26,0.53,1,1,PSME,PIFL,2,2,,,62.51,948,0.74,gray
All,332,BJH,2008,2011,3,gunbarrel,jim3,332,Extraction,821,819,462,451,484,473,412,388,0.34783,-109.452,44.5308,2777,37,204,1.046063,30.1,25.21,31.72,crown,d,3,21.63,0.72,1,6.4,4.3,0.23,0.41,1,1,PSME,ABLA,2,2,,,60.34,764,0.43,gray
All,333,BJH,2008,2011,3,gunbarrel,jim4,333,Extraction,480,425,236,206,258,228,171,169,0.28814,-109.448,44.528,2723,36,200,1.04977,24.12,24.23,31.1,lightsurf,b,1,2.33,0.1,0.8,16,1.2,0.13,0.55,0.33,0.5,PSME,,2,2,,,49.4,651,0.71,gray
All,334,BJH,2008,2011,3,gunbarrel,jim5,334,Extraction,871,842,360,348,382,370,292,291,0.19266,-109.439,44.5269,2608,31,161,0.926445,25.51,23.1,24.99,crown,d,3,21.44,0.84,1,1.8,0.3,0.4,0.32,1,1,PSME,,2,2,,,49.22,1004,0.21,gray
All,335,BJH,2008,2011,3,gunbarrel,jim6,335,Extraction,264,282,126,136,148,158,186,164,0.3125,-109.432,44.5267,2518,26,164,0.92537,25.94,18.66,23.18,lightsurf,b,1,10.14,0.39,0.84,13.3,4,0.15,0.37,0.61,0.71,PSME,PIFL,2,2,,,52.49,1245,0.43,gray
All,336,BJH,2008,2011,3,gunbarrel,jim7,336,Extraction,197,179,67,60,89,82,14,1,0.20388,-109.436,44.5235,2444,19,184,0.930283,23.81,23.01,24.54,lightsurf,b,1,0.86,0.04,0.51,25.4,2.4,0.09,0.56,0.38,0.51,PSME,,2,2,,,80.24,1698,0.37,gray
All,356,BJH,2008,2011,3,gunbarrel,libby1,356,Extraction,520,452,259,218,281,240,220,206,0.29268,-109.861,44.4768,2256,24,83,0.498936,24.6,11.44,12.69,lightsurf,b,1,2,0.08,1,21.5,0,0.13,0.26,0.07,0.15,PSME,,2,2,,,12.87,1019,0.26,gray
All,357,BJH,2008,2011,3,gunbarrel,libby2,357,Extraction,621,591,295,277,317,299,250,243,0.26027,-109.86,44.4809,2308,23,103,0.596779,26.19,24.12,35.78,sevsurf,c,2,1.97,0.08,0.97,9.7,0.5,0.09,0.77,0.65,0.85,PSME,,2,2,,,39.82,396,0.74,gray
All,358,BJH,2008,2011,3,gunbarrel,libby3,358,Extraction,445,416,209,192,231,214,114,135,0.26966,-109.861,44.4836,2336,23,152,0.85822,25.86,22.16,35.62,sevsurf,c,2,7.9,0.31,0.95,15.5,0.5,0.05,0.76,1,1,PSME,ABLA,2,2,,,53.54,538,0.78,gray
All,359,BJH,2008,2011,3,gunbarrel,libby4,359,Extraction,980,968,410,404,432,426,335,331,0.19403,-109.859,44.4872,2406,34,126,0.67658,24.6,16.9,20.4,crown,d,3,19.13,0.78,1,9.6,1.6,0.23,0.55,1,1,PSME,ABLA,2,2,,,31.43,962,0.36,gray
All,360,BJH,2008,2011,3,gunbarrel,libby5,360,Extraction,741,767,332,341,354,363,223,235,0.22807,-109.856,44.4869,2332,9,194,0.826009,26.51,18.74,27.77,crown,d,3,21.08,0.8,1,5.8,0.7,0.17,0.54,1,1,PSME,,2,2,,,47.96,792,0.67,gray
All,361,BJH,2008,2011,3,gunbarrel,libby6,361,Extraction,1043,977,515,449,537,471,430,421,0.26563,-109.846,44.4932,2646,31,287,0.937965,26.27,16.27,18.53,crown,d,3,20.82,0.79,1,1.4,0.3,0.48,0.25,1,1,ABLA,PSME,3,3,,,43.49,1613,0.24,gray
All,362,BJH,2008,2011,3,gunbarrel,libby7,362,Extraction,1447,1285,681,611,703,633,535,517,0.23636,-109.849,44.4878,2647,17,284,0.877226,27.71,16.28,24.37,crown,d,3,20.44,0.74,1,1,1.7,0.41,0.37,1,1,PSME,PICO,2,2,,,51.46,1103,0.65,gray
All,363,BJH,2008,2011,3,gunbarrel,libby8,363,Extraction,639,696,274,304,296,326,227,228,0.21495,-109.85,44.4837,2529,20,156,0.863695,26.19,13.41,29.09,lightsurf,b,1,2.19,0.08,0.78,14.2,4.9,0.32,0.43,0.48,0.81,PSME,,2,2,,,76.14,1146,0.83,gray
All,364,BJH,2008,2011,3,gunbarrel,libby9,364,Extraction,262,269,100,100,122,122,166,150,0.216,-109.855,44.4828,2415,28,267,1.000767,23.5,20.39,29.23,lightsurf,b,1,0.88,0.04,0.44,9.7,0,0.11,0.2,0.14,0.33,PSME,,2,2,,,61.66,920,0.75,gray
All,29,BJH,2011,2012,1,lutz,lutz1,29,Stripping,NA,NA,NA,NA,225,NA,171,NA,0.33333,-113.682,46.1896,2030,16,223,0.850152,20.02,15.57,15.81,lightsurf,b,1,2.15,0.11,0.74,12.6,0.4,0.36,0.06,0.54,0.78,PICO,,3,3,,,40.8,2080,0.11,gray
All,30,BJH,2011,2012,1,lutz,lutz2,30,Extraction,405,394,195,203,210,218,31,36,0.26829,-113.677,46.1901,2084,12,306,0.759406,19.26,15.98,16.13,lightsurf,b,1,0.93,0.05,0.48,11.5,0.5,0.26,0.14,0.59,0.71,PICO,,3,3,,,32.95,1613,0.1,gray
All,31,BJH,2011,2012,1,lutz,lutz3,31,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,0.53571,-113.66,46.1838,2148,9,286,0.77909,22.5,8.59,10.09,sevsurf,c,2,4,0.18,0.98,14.5,0.4,0.31,0.03,1,1,PICO,PIEN,3,3,,,25.24,3155,0.3,gray
All,32,BJH,2011,2012,1,lutz,lutz4,32,Extraction,767,701,520,533,535,548,246,394,0.48649,-113.66,46.1809,2168,11,244,0.822937,21.27,15.18,16.5,sevsurf,c,2,8.74,0.41,0.99,30.2,0,0.31,0.05,1,1,PICO,PIEN,3,3,,,39.31,1839,0.24,gray
All,33,BJH,2011,2012,1,lutz,lutz5,33,Extraction,1225,1311,940,1021,955,1036,567,546,0.60784,-113.662,46.1781,2105,6,234,0.759044,20.31,12.5,13.25,crown,d,3,16.31,0.8,1,3.4,2.2,0.93,0,1,1,ABLA,PICO,3,3,,,37.44,2716,0.14,gray
All,337,BJH,2008,2011,3,gunbarrel,mummy1,337,Extraction,62,102,1,17,23,39,83,81,0.13762,-109.735,44.4638,2049,27,209,0.990216,27.13,12.02,21.8,lightsurf,b,1,1.42,0.05,0.62,29.2,0.2,0.16,0.25,0.15,0.43,PSME,,2,2,,,31.15,835,0.75,gray
All,338,BJH,2008,2011,3,gunbarrel,mummy2,338,Extraction,354,351,105,101,127,123,212,197,0.12871,-109.733,44.4661,2136,30,251,1.024531,22.85,15.61,21.09,sevsurf,c,2,8.01,0.35,0.96,14.3,2.4,0.19,0.36,1,1,PSME,JUSP,1,2,,,22.23,637,0.58,gray
All,339,BJH,2008,2011,3,gunbarrel,mummy3,339,Extraction,901,925,303,311,325,333,197,197,0.13044,-109.741,44.4751,2260,20,152,0.847561,20.31,14.09,22.25,crown,d,3,19.28,0.95,1,7.6,0,0.37,0.49,1,1,PSME,,2,2,,,25.28,651,0.84,gray
All,340,BJH,2008,2011,3,gunbarrel,mummy4,340,Extraction,531,650,194,230,216,252,228,211,0.16522,-109.74,44.4706,2203,25,165,0.925703,25.77,11.2,13.89,crown,d,3,15.29,0.59,1,3.1,2.2,0.22,0.4,1,1,PSME,JUSP,1,2,,,23.58,1556,0.34,gray
All,372,BJH,2008,2009,1,newfork,newfork_ub1,372,Extraction,-125,-127,-77,-79,-88,-90,-73,-76,0.49153,-109.873,43.1178,2984,14,336,0.708373,,,,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,0,
