NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RdNBR,RdNBR_BL,dNBR,dNBR_BL,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,lon,lat,elev,slope,aspect,HeatLoad,MaxTreeHeight,QMD_LAF,QMD_all,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,ba_ha,stems_ha,RedGrayGreenStage.BA.p,OutbreakStage
All,530,RAA,2013,2014,1,WestFork,WF22,530,Extraction,519,541,207,243,204,226,99,71,0.15464,-106.797,37.6428,3401,5,112,0.806113,23,8.403147377,20.32757846,,,1,0.804597701,0.085227273,0.274712644,,,0.325,,0.416348774,0.238095238,PIEN,ABLA,,,,,72.983295,2250,0.72,
All,577,RAA,2013,2014,1,WestFork,WF23,577,Extraction,1363,1369,784,774,787,787,487,494,0.33333,-106.792,37.6443,3362,10,98,0.761304,26,8.850982888,14.13075623,,,3,9.162162162,1,1,,,1,,1,1,PIEN,ABLA,,,,,43.4974155,2775,0.826,
All,578,RAA,2013,2014,1,WestFork,WF24,578,Extraction,1373,1388,780,785,772,792,497,497,0.31646,-106.788,37.6432,3339,14,6,0.690686,,7.357378399,16.01210347,,,3,6.798165138,0.894036697,1,,,0.85,,1,1,PIEN,ABLA,,,,,54.844482,2725,0.775,
All,493,RAA,2013,2014,1,WestFork,WF25,493,Extraction,677,650,456,409,391,395,207,248,0.33333,-106.786,37.6466,3296,13,46,0.614978,20,8.297785753,19.63021117,,,1,1.574468085,0.224468085,0.668085106,,,0.3,,0.349405548,0.636363636,PIEN,ABLA,,,,,35.543277,1175,0.858,
All,494,RAA,2013,2014,1,WestFork,WF26,494,Extraction,565,584,348,342,343,352,159,163,0.36842,-106.794,37.6469,3372,8,22,0.716616,22,10.80312856,18.37005988,,,1,0.106382979,0.007446809,0.091489362,,,0.1,,0.056199397,0.042553191,PIEN,ABLA,,,,,62.2527675,2350,0.584,
All,579,RAA,2013,2014,1,WestFork,WF27,579,Extraction,1159,1124,744,734,653,630,463,470,0.31765,-106.832,37.6044,3303,14,72,0.656909,26,16.25375488,27.00499887,,,3,11.04411765,1,1,,,1,,1,1,PIEN,ABLA,,,,,98.752269,1725,0.547,
All,531,RAA,2013,2014,1,WestFork,WF28,531,Extraction,632,639,335,396,438,444,182,142,0.48,-106.836,37.6022,3381,27,62,0.477297,22,7.158087493,14.47576934,,,1,3.926470588,0.4525,0.497058824,,,0.2,,0.667455621,0.666666667,PIEN,ABLA,,,,,27.964167,1700,0.737,
All,580,RAA,2013,2014,1,WestFork,WF29,580,Extraction,1318,1330,814,830,804,824,509,502,0.37209,-106.839,37.5988,3468,5,38,0.737122,20,8.918038686,18.72505146,,,3,7.78125,1,1,,,1,,1,1,PIEN,ABLA,,,,,67.434444,2450,0.56,
All,532,RAA,2013,2014,1,WestFork,WF30,532,Extraction,959,931,465,553,716,697,299,243,0.55769,-106.93,37.4714,2589,23,98,0.671196,25,10.04146472,18.97998436,,,2,5.295774648,0.681690141,0.853521127,,,0.7,,1,1,PIEN,ABLA,,,,,50.194914,1775,0.755,
All,533,RAA,2013,2014,1,WestFork,WF31,533,Extraction,476,522,525,513,335,370,284,293,0.49495,-106.935,37.4704,2765,41,62,0.339579,32,21.89867406,29.19907075,,,1,5.151515152,0.556060606,0.972727273,,,0.625,,0.52423367,0.961538462,PIEN,ABLA,,,,,55.2155835,825,0.529,
All,495,RAA,2013,2014,1,WestFork,WF32,495,Extraction,633,593,553,509,440,408,286,315,0.48235,-106.938,37.4675,2941,0,60,0.809475,20,12.82971893,20.12220626,,,1,0.984848485,0.156818182,0.766666667,,,0.15,,0.843916205,0.824561404,PIEN,ABLA,,,,,52.445085,1650,0.477,
All,496,RAA,2013,2014,1,WestFork,WF33,496,Extraction,259,271,389,396,178,186,211,206,0.47273,-106.933,37.4741,2657,18,110,0.762334,27,23.30952294,28.21362882,,,1,4.051724138,0.443103448,0.913793103,,,0.3,,0.305466407,0.8,PIEN,PSME,,,,,90.6057075,1450,0.283,
All,534,RAA,2013,2014,1,WestFork,WF36,534,Extraction,422,398,363,303,264,246,157,199,0.39024,-106.944,37.4663,3019,25,0,0.614083,32,21.37268034,29.51069357,,,2,7.458333333,0.740625,0.91875,,,0.5,,1,1,PIEN,ABLA,,,,,82.0369935,1200,0.509,
All,535,RAA,2013,2014,1,WestFork,WF37,535,Extraction,447,411,324,335,258,248,183,179,0.33333,-106.943,37.4703,2949,19,346,0.729546,30,18.34330727,25.84629826,,,1,3.218181818,0.247272727,0.827272727,,,0.3,,0.926488808,0.861111111,PIEN,ABLA,,,,,72.1056105,1375,0.49,
All,581,RAA,2013,2014,1,WestFork,WF38,581,Extraction,936,935,668,624,588,570,391,417,0.3945,-106.937,37.4735,2765,33,142,0.893924,32,18.79878367,23.99942885,,,3,9.115384615,1,1,,,1,,1,1,PIEN,ABLA,,,,,59.9083485,1325,0.434,
All,582,RAA,2013,2014,1,WestFork,WF39,582,Extraction,858,832,501,488,537,509,292,298,0.3913,-106.942,37.4738,2886,15,120,0.814734,27,16.77478203,24.4974724,,,3,10.65789474,0.992307692,1,,,0.9,,1,1,PIEN,ABLA,,,,,45.9321555,975,0.59,
All,497,RAA,2013,2014,1,WestFork,WF40,497,Extraction,491,424,183,104,274,244,15,74,0.31111,-106.947,37.4749,2934,31,214,1.049308,25,28.33361032,31.51020107,,,2,8.548387097,0.461290323,0.851612903,,,0.1,,0.993864443,0.923076923,PIEN,ABLA,,,,,60.405114,775,0.425,
All,498,RAA,2013,2014,1,WestFork,WF41,498,Extraction,349,411,262,277,207,246,141,130,0.35065,-106.947,37.4783,2972,32,352,0.593941,36,19.03715174,28.34172784,,,1,4.133333333,0.276666667,0.908888889,,,0.1,,1,1,PIEN,ABLA,,,,,70.937328,1125,0.64,
All,583,RAA,2013,2014,1,WestFork,WF42,583,Extraction,700,827,526,625,386,489,399,337,0.30435,-106.942,37.4788,2949,35,54,0.370598,25,16.15217853,27.28061536,,,3,9.272727273,0.952941177,1,,,1,,1,1,PIEN,ABLA,,,,,49.6588785,850,0.429,
All,536,RAA,2013,2014,1,WestFork,WF43,536,Extraction,493,416,425,388,330,269,213,234,0.44898,-106.936,37.4773,2804,28,102,0.652009,33,32.30005028,32.88503861,,,1,4.21875,0.403125,0.9625,,,0.4,,0.402593844,0.80952381,PIEN,ABLA,,,,,67.913538,800,0.289,
All,537,RAA,2013,2014,1,WestFork,WF44,537,Extraction,382,373,235,275,263,254,130,101,0.47475,-106.938,37.4857,2818,10,328,0.825812,28,10.83755854,18.8556421,,,2,4.8125,0.523958333,0.929166667,,,0.9,,0.99239428,0.964285714,PIEN,ABLA,,,,,33.4914195,1200,0.371,
All,499,RAA,2013,2014,1,WestFork,WF45,499,Extraction,461,470,193,259,299,306,121,75,0.41936,-106.941,37.4846,2877,26,172,1.045747,30,16.81414327,33.09813434,,,1,2.642857143,0.220714286,0.846428571,,,0.3,,0.898887765,0.928571429,PIEN,ABLA,,,,,60.196983,700,0.821,
All,584,RAA,2013,2014,1,WestFork,WF46,584,Extraction,1010,1002,694,706,614,622,447,444,0.36937,-107.034,37.4866,2969,31,70,0.464359,,18.26905078,23.84050057,,,3,8.75,0.954166667,1,,,0.9,,1,1,PIEN,ABLA,,,,,27.885627,625,0.351,
All,585,RAA,2013,2014,1,WestFork,WF47,585,Extraction,959,979,637,653,536,567,424,419,0.3125,-106.945,37.4912,2958,34,94,0.551951,34,26.05258109,29.516105,,,3,14.94594595,1,1,,,1,,1,1,PIEN,ABLA,,,,,63.260043,925,0.264,
All,586,RAA,2013,2014,1,WestFork,WF48,586,Extraction,987,985,659,653,594,585,418,420,0.36264,-106.945,37.4936,2897,40,71,0.381208,30,11.45389957,37.89464443,,,3,13.77272727,1,1,,,0.9,,1,1,PIEN,ABLA,,,,,61.999476,550,0.7,
All,538,RAA,2013,2014,1,WestFork,WF49,538,Extraction,571,557,427,440,389,377,243,233,0.46392,-106.941,37.4941,2805,20,84,0.635028,26,13.13167028,30.72775877,,,2,4.514285714,0.413529412,0.971428571,,,0.4,,1,1,PIEN,ABLA,,,,,64.854405,875,0.437,
All,587,RAA,2013,2014,1,WestFork,WF50,587,Extraction,834,800,501,589,514,518,353,301,0.37931,-106.938,37.4912,2788,35,70,0.424141,28,21.01865414,27.3449165,,,3,8.462962963,0.984259259,1,,,1,,1,1,PIEN,PSME,,,,,66.711876,1100,0.217,
All,588,RAA,2013,2014,1,WestFork,WF51,588,Extraction,764,811,644,656,462,500,413,409,0.36539,-106.935,37.4886,2719,46,80,0.368913,26,7.057134139,25.28247598,,,3,5.658536585,0.862195122,1,,,1,,1,1,PIEN,ABLA,,,,,51.431919,1025,0.315,
All,539,RAA,2013,2014,1,WestFork,WF52,539,Extraction,363,483,288,365,215,306,198,149,0.35043,-106.933,37.4871,2742,32,86,0.526765,27,14.11355223,17.09821311,,,1,3.042857143,0.356428571,0.892857143,,,0.5,,0.723926941,0.854545455,PIEN,ABLA,,,,,40.16,1750,0.24,
All,540,RAA,2013,2014,1,WestFork,WF53,540,Extraction,,,,,,,,,NA,-106.936,37.4826,2802,26,58,0.477788,32,10.30198889,23.84527785,,,2,3.115384615,0.454807692,0.955769231,,,0.3,,1,1,PIEN,ABLA,,,,,50.02,1300,0.706,
All,449,RAA,2013,2014,1,WestFork,WF54,449,Extraction,518,468,343,300,347,308,149,178,0.44828,-106.844,37.592,3563,8,16,0.72736,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.75,
All,450,RAA,2013,2014,1,WestFork,WF55,450,Extraction,520,483,342,262,389,360,147,139,0.55844,-106.841,37.601,3423,28,338,0.711094,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.75,
All,451,RAA,2013,2014,1,WestFork,WF56,451,Extraction,591,595,339,331,357,356,151,157,0.36471,-106.836,37.619,3506,16,53,0.586738,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.6,
All,452,RAA,2013,2014,1,WestFork,WF57,452,Extraction,377,373,219,208,249,246,58,66,0.43478,-106.834,37.623,3458,24,97,0.655657,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.26,
All,453,RAA,2013,2014,1,WestFork,WF58,453,Extraction,693,693,429,416,454,439,207,212,0.42857,-106.851,37.612,3659,15,345,0.755555,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.8,
All,454,RAA,2013,2014,1,WestFork,WF59,454,Extraction,546,562,347,348,338,348,161,160,0.38272,-106.858,37.61,3609,19,286,0.983371,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.8,
All,455,RAA,2013,2014,1,WestFork,WF60,455,Extraction,635,624,358,363,385,380,173,171,0.36709,-106.857,37.608,3650,32,291,1.002258,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.85,
All,456,RAA,2013,2014,1,WestFork,WF61,456,Extraction,591,606,287,309,321,336,141,125,0.29546,-106.859,37.605,3634,20,278,1.010311,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.84,
All,457,RAA,2013,2014,1,WestFork,WF62,457,Extraction,-55,-47,-26,-15,-25,-21,-84,-93,0.2037,-106.92,37.532,3431,15,43,0.59014,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.4,
All,458,RAA,2013,2014,1,WestFork,WF63,458,Extraction,2,-41,77,56,1,-22,-24,-7,0.2459,-106.936,37.542,3476,60,59,0.198108,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.3,
All,459,RAA,2013,2014,1,WestFork,WF64,459,Extraction,35,26,100,85,18,13,-1,11,0.25862,-106.998,37.522,3426,41,114,0.626401,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.75,
All,460,RAA,2013,2014,1,WestFork,WF65,460,Extraction,17,26,90,91,6,10,4,3,0.12,-106.994,37.512,3549,23,140,0.898674,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.65,
All,461,RAA,2013,2014,1,WestFork,WF66,461,Extraction,-16,7,82,102,-8,4,13,-3,0.24561,-106.993,37.508,3443,26,182,1.067474,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.65,
All,462,RAA,2013,2014,1,WestFork,WF67,462,Extraction,81,46,111,99,43,25,10,20,0.28125,-106.989,37.5,3196,24,136,0.876374,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.65,
All,589,RAA,2013,2014,1,WindyPass,WP01,589,,1266,1258,824,830,869,875,591,600,0.47126,-106.819,37.4527,3394,10,38,0.668824,20,12.31114822,22.78696844,,,3,8.944444444,1,1,,,1,,1,1,PIEN,ABLA,,,,,55.0270875,1350,0.24,
All,500,RAA,2013,2014,1,WindyPass,WP02,500,,742,728,476,436,521,481,389,378,0.49367,-106.821,37.4466,3251,8,112,0.804733,21,24.41036606,33.83390321,,,1,0.525,0.03375,0.2,,,0.175,,0.374645818,0.25,PIEN,ABLA,,,,,89.861541,1000,0.706,
All,501,RAA,2013,2014,1,WindyPass,WP03,501,,819,830,502,520,547,565,316,348,0.44555,-106.825,37.4471,3242,46,134,0.752768,,22.20362769,35.81577288,,,1,1.325581395,0.156976744,0.862790698,,,0.85,,0.147133435,0.6,PIEN,ABLA,,,,,108.2497185,1075,0.648,
All,502,RAA,2013,2014,1,WindyPass,WP04,502,,807,803,470,468,515,513,350,352,0.40741,-106.826,37.4441,3188,50,222,0.942073,30,15.9817332,23.99078645,,,1,1.205882353,0.140882353,0.679411765,,,0.725,,0.885002798,0.904761905,PIEN,ABLA,,,,,76.808193,1700,0.513,
All,503,RAA,2013,2014,1,WindyPass,WP05,503,,715,705,439,431,484,476,364,351,0.45882,-106.83,37.4448,3137,37,142,0.877829,22.8,16.09757667,24.65827644,,,1,1.069767442,0.094186047,0.695348837,,,0.6,,0.531414531,0.608695652,PIEN,ABLA,,,,,51.310182,1075,0.885,
All,590,RAA,2013,2014,1,WindyPass,WP06,590,,1245,1242,479,513,524,558,461,460,0.17757,-106.816,37.45,3325,36,142,0.882396,25,20.56557014,32.66307836,,,3,13.04444444,1,1,,,1,,1,1,PIEN,ABLA,,,,,94.2185475,1125,0.577,
All,591,RAA,2013,2014,1,WindyPass,WP07,591,,967,967,478,482,523,527,451,445,0.29293,-106.816,37.4458,3162,54,240,0.982333,22,18.38698654,24.77970247,,,3,8.581395349,0.772093023,0.925581395,,,1,,1,1,PIEN,ABLA,,,,,51.816765,1075,0.728,
All,541,RAA,2013,2014,1,WindyPass,WP08,541,,773,769,406,406,451,451,349,327,0.34091,-106.818,37.4428,3098,44,92,0.450323,33,23.97862902,35.07148115,,,2,3.529411765,0.279705882,0.955882353,,,0.9,,1,1,PIEN,ABLA,,,,,82.0723365,850,0.783,
All,504,RAA,2013,2014,1,WindyPass,WP09,504,,762,729,450,433,495,478,361,334,0.42169,-106.822,37.4398,3063,25,240,1.043668,30,17.37297851,24.77891286,,,1,1.590909091,0.228030303,0.474242424,,,0.2,,0.288674033,0.645833333,PIEN,ABLA,,,,,79.5276405,1650,0.478,
All,505,RAA,2013,2014,1,WindyPass,WP10,505,,843,827,509,476,554,521,414,393,0.43158,-106.825,37.4377,3049,14,192,0.978508,32,22.25153827,28.86467437,,,1,2.346938776,0.273469388,0.776470588,,,0.65,,0.34915192,0.794117647,PIEN,ABLA,,,,,83.389845,1275,0.647,
All,542,RAA,2013,2014,1,WindyPass,WP11,542,,777,789,523,523,568,568,222,273,0.53425,-106.829,37.4385,3057,50,260,1.05899,25,20.52607705,23.2573841,,,2,3.47826087,0.378478261,0.976086957,,,1,,1,1,PIEN,ABLA,,,,,48.8302815,1150,0.478,
All,506,RAA,2013,2014,1,WindyPass,WP12,506,,428,520,220,296,265,341,206,236,0.38318,-106.824,37.4336,2928,31,112,0.692147,29,18.65556729,23.84159327,,,2,2.132075472,0.285849057,0.977358491,,,0.5,,1,1,PIEN,ABLA,,,,,59.1229485,1325,0.408,
All,507,RAA,2013,2014,1,WindyPass,WP13,507,,661,646,451,436,496,481,212,218,0.5625,-106.821,37.4372,3060,62,276,0.909624,30,23.00223473,32.75960519,,,1,1.032258065,0.126129032,0.916129032,,,0.3,,0.726757012,0.944444444,PIEN,ABLA,,,,,65.290302,775,0.178,
All,508,RAA,2013,2014,1,WindyPass,WP14,508,,821,821,435,435,480,480,343,349,0.34118,-106.831,37.4407,3075,42,208,1.064117,33,29.54187283,34.34143215,,,1,0.311111111,0.325555556,0.502222222,,,0.95,,0.283325903,0.277777778,PSME,PIEN,,,,,104.1499305,1125,0.321,
All,509,RAA,2013,2014,1,WindyPass,WP15,509,,290,340,130,170,175,215,144,165,0.36471,-106.83,37.4493,3250,45,292,0.956499,25,21.42162183,30.07662825,,,1,1.142857143,0.107142857,0.408571429,,,0.3,,0.183714096,0.304347826,PIEN,ABLA,,,,,62.1349575,875,0.494,
All,463,RAA,2013,2014,1,WindyPass,WP16,463,,93,93,11,15,56,60,-13,-60,0.35593,-106.824,37.467,3406,46,68,0.318866,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.5,
All,464,RAA,2013,2014,1,WindyPass,WP17,464,,488,557,249,288,294,333,235,198,0.36232,-106.814,37.468,3402,35,258,1.103725,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.6,
All,465,RAA,2013,2014,1,WindyPass,WP18,465,,635,611,357,336,402,381,245,231,0.4,-106.827,37.458,3443,28,266,1.080234,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.6,
All,466,RAA,2013,2014,1,WindyPass,WP19,466,,361,338,173,161,218,206,173,182,0.36364,-106.837,37.442,3078,21,175,1.025577,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.11,
All,467,RAA,2013,2014,1,WindyPass,WP20,467,,130,128,53,54,98,99,61,39,0.56303,-106.831,37.428,2869,36,122,0.728235,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.05,
All,468,RAA,2013,2014,1,WindyPass,WP21,468,,344,313,145,128,190,173,106,86,0.30509,-106.81,37.446,3045,42,119,0.658368,,,,,,0,0,0,0,,0,0,,0,0,PIEN,ABLA,,,,,,,0.2,
