fire_year,FIRE,plotname,PLOT,RdNBR,RdNBR_BL,dNBR,dNBR_BL,RBR,RBR_BL,pre_NBR,lat,slope,HeatLoad,MaxTreeHeight,QMD_LAF,QMD_all,FIRESEVNUM,CHARHT_percMax,BOLESCORCH,CHARCOV,Firemort.BA.p,Firemort.trees.p,ba_ha,stems_ha,RedGrayGreenStage.BA.p
2011,rr,rr17,65,258,252,272,232,127,124,0.681818182,43.5723,6,0.801953,26.7,12.91,14.33,1,0.33,0.74,0.28,0.84,0.76,35.59,2207,0.26
2011,rr,rr18,66,1044,1022,840,779,501,489,0.559322034,43.5675,11,0.575239,21.8,9.8,11.83,3,0.62,1,0.7,1,1,38.08,3466,0.38
2011,rr,rr19,67,193,278,204,416,93,135,0.559322034,43.5626,7,0.647841,22.5,7.19,12.59,2,0.38,0.91,0.45,1,1,48.8,3919,0.71
2011,rr,rr20,68,247,277,257,421,121,134,0.641791045,43.557,12,0.632303,23.8,19.72,21.27,2,0.41,0.94,0.13,0.98,0.99,52.23,1471,0.27
2011,rr,rr21,69,201,257,212,183,97,123,0.575757576,43.5559,5,0.747597,24.8,13.28,17.13,3,0.66,1,0.74,1,1,35.2,1528,0.59
2011,rr,rr22,70,1257,1247,1033,1040,608,601,0.6,43.5627,21,0.864882,22.5,15.02,17.73,3,0.9,1,0.54,1,1,36.32,1471,0.38
2011,rr,rr23,71,1146,1074,870,907,540,495,0.5,43.5621,18,0.576626,20.9,9.87,13.42,3,0.73,1,0.67,1,1,25.2,1783,0.54
2011,rr,rr24,72,1129,1147,858,913,532,546,0.5,43.5438,19,0.496375,20.7,14.23,16.26,3,0.69,1,0.78,1,1,34.66,1669,0.33
2011,rr,rr25,73,677,482,571,297,326,231,0.571428571,43.5446,10,0.653815,24.4,19.95,21.41,1,0.17,0.82,0.09,0.69,0.67,50.41,1401,0.22
2011,rr,rr26,74,468,450,393,298,221,211,0.50877193,43.5441,9,0.593991,20.2,14.31,15.37,1,0.33,0.87,0.17,0.87,0.91,43.83,2363,0.17
2011,rr,rr27,75,777,709,594,568,363,327,0.473684211,43.5439,9,0.610049,16.1,11.24,11.41,2,0.25,0.64,0.25,1,1,26.88,2631,0.04
2011,rr,rr28,76,172,328,182,427,82,156,0.50617284,43.5415,5,0.695537,21,11.98,16.82,1,0.1,0.26,0.02,0.2,0.28,36.75,1655,0.58
2011,rr,rr29,77,701,623,555,442,331,291,0.5,43.5405,2,0.731022,25.7,12.79,16.02,1,0.12,0.32,0.13,0.41,0.32,37.04,1839,0.4
2011,rr,rr30,78,979,1028,835,841,476,502,0.628571429,43.5403,9,0.610098,16.6,13.05,13.94,2,0.67,1,0.36,1,1,33.47,2193,0.21
2011,rr,rr31,79,880,654,675,711,413,305,0.490909091,43.5399,15,0.569075,20.2,11.83,14.55,2,0.42,0.97,0.32,1,1,37.63,2264,0.48
2011,rr,rr32,80,448,471,324,331,196,214,0.34939759,43.5399,12,0.576172,18.9,8.77,12.7,1,0.27,0.87,0.29,0.69,0.57,22.73,1797,0.59
2011,rr,rr33,81,1031,1073,728,667,470,504,0.421686747,43.5139,7,0.666137,21.1,12.54,16.08,3,0.66,1,0.83,1,1,32.16,1584,0.57
2011,rr,rr34,82,610,568,483,399,286,266,0.483870968,43.5132,5,0.653182,22.3,10.72,13.94,1,0.29,0.66,0.22,0.94,0.46,38.42,2518,0.47
2011,rr,rr35,83,468,638,348,242,209,291,0.381443299,43.5117,10,0.59634,23.4,14.23,18.86,1,0.2,0.51,0.1,0.29,0.33,34.76,1245,0.53
2011,rr,rr36,84,386,348,361,356,187,168,0.611940299,43.5173,10,0.596265,19.9,6.6,13.21,1,0.03,0.4,0.1,0.23,0.35,25.77,1882,0.8
2011,rr,rr37,85,488,437,384,244,225,196,0.442622951,43.5307,6,0.713424,23,7.34,12.22,1,0.14,0.55,0.34,0.91,0.79,27.52,2348,0.68
2011,rr,rr38,86,431,480,292,324,180,198,0.292682927,43.5304,4,0.677211,19.9,14.21,17.02,2,0.19,0.86,0.22,1,0.98,36.03,1584,0.46
2011,rr,rr39,87,425,328,293,162,180,132,0.302752294,43.5306,9,0.592145,20,12.67,16.14,1,0.05,0.73,0.12,0.59,0.49,36.75,1797,0.53
2011,rr,rr40,88,897,944,591,525,394,424,0.351351351,43.5262,4,0.733235,23,12.67,13.5,3,0.85,1,0.44,1,1,36,2518,0.17
2011,sadd,sadd1,89,-90,73,-7,1,-29,28,0.14085,45.4853,34,1.007205,32.05,39.18,38.42,1,0.04,0.54,0.18,0.01,0.36,42.62,368,0
2011,sadd,sadd2,90,54,147,49,136,18,60,0.16522,45.4845,25,0.874987,24.79,18.06,19.5,1,0.07,0.76,0.19,0.12,0.61,32.52,1089,0.34
2011,sadd,sadd3,91,-112,-106,-14,-3,-36,-38,0.13475,45.487,18,0.911868,27.99,33.97,33.97,1,0.05,0.58,0.05,0.01,0.28,23.07,255,0
2011,sadd,sadd4,92,NA,NA,NA,NA,NA,NA,0.44118,45.49,26,0.924395,27.85,11.3,13.67,1,0.02,0.66,0.14,0.17,0.68,21.79,1485,0.06
2011,sadd,sadd5,93,-118,-102,-12,-41,-35,-31,0.10968,45.488,25,0.947266,29.03,31.95,31.95,1,0.17,0.88,0.17,0.12,0.52,30.61,382,0
2011,sadd,sadd6,94,NA,NA,NA,NA,NA,NA,0.20721,45.4896,27,0.642679,24.6,19.43,19.17,1,0.19,0.71,0.18,0.5,0.78,20.81,722,0.25
2011,sadd,sadd7,95,58,116,45,137,16,38,0.09489,45.493,23,0.639185,24.22,21.92,22.1,1,0.04,0.81,0.12,0.01,0.26,14.64,382,0.16
2011,sadd,sadd8,96,373,351,229,230,156,147,0.29293,45.4956,22,0.575556,16.35,14.49,14.36,1,0.05,0.62,0.43,0.48,0.57,17.4,1075,0.1
2011,sadd,sadd9,97,254,217,164,185,106,90,0.28972,45.4992,18,0.910861,16.96,16.08,16.73,1,0.05,0.49,0.16,0.43,0.56,20.83,948,0.2
2011,sadd,sadd10,98,NA,NA,NA,NA,NA,NA,0.11258,45.4958,27,0.762295,24.51,22.81,22.56,1,0.05,0.6,0.11,0.08,0.37,23.73,594,0
2011,sadd,sadd11,99,621,652,347,527,252,274,0.26531,45.4984,26,0.635486,16.76,11.19,11.46,2,0.17,0.9,0.18,1,1,16.49,1599,0.02
2011,sadd,sadd12,100,475,393,232,344,172,137,0.18667,45.4996,11,0.835357,23.18,19.37,19.63,2,0.37,1,0.48,1,1,13.7,453,0.09
2011,sadd,sadd13,101,734,617,236,NA,193,161,0.08148,45.5014,24,0.678826,24.98,22.42,22.75,2,0.33,1,0.3,1,1,25.3,622,0.1
2011,sadd,sadd14,102,NA,NA,NA,NA,NA,NA,0.39683,45.5015,15,0.850641,16.35,11.91,11.87,2,0.25,1,0.36,1,1,19.57,1768,0.01
2011,sadd,sadd15,103,923,908,592,693,410,408,0.37313,45.5017,14,0.843782,16.35,12.13,13.12,2,0.21,0.98,0.33,1,1,23.12,1712,0.27
2011,sadd,sadd16,104,NA,NA,NA,NA,NA,NA,0.16071,45.5088,24,0.970124,16.76,16.61,15.66,2,0.82,1,0.63,1,1,17.43,905,0.16
2011,sadd,sadd17,105,763,796,375,329,287,310,0.20805,45.5137,25,0.645926,27.13,48.63,42.98,2,0.53,1,0.37,1,1,20.51,141,0.23
2011,sadd,sadd18,106,477,468,395,270,230,226,0.59596,45.5176,26,0.953473,17.54,14.33,15.4,2,0.51,1,0.35,0.95,0.98,33.72,1811,0.11
2011,sadd,sadd19,107,997,NA,585,531,424,NA,0.31373,45.5216,22,0.922839,29.52,20.66,37.33,3,0.68,1,0.46,1,1,29.4,269,0.79
2011,sadd,sadd20,108,1116,1098,791,882,520,503,0.46809,45.529,14,0.644559,27.13,24.18,27.76,3,0.76,1,0.51,1,1,31.66,523,0.32
2011,sadd,sadd21,109,1116,1004,883,832,538,484,0.58824,45.5301,20,0.911498,28.26,14.86,17.98,2,0.29,1,0.27,1,1,43.44,1712,0.35
2011,sadd,sadd22,110,793,795,458,514,332,334,0.29546,45.5221,16,0.577498,17.9,17.33,16.78,2,0.38,1,0.15,1,1,26.57,1203,0.05
2011,sadd,sadd23,111,1121,1135,876,870,539,546,0.57377,45.5171,24,0.741696,20.31,16.56,17.77,3,0.71,1,0.42,1,1,39.61,1599,0.27
2011,sadd,sadd24,112,NA,NA,NA,NA,NA,NA,0.6129,45.5128,23,0.638908,19.57,19.32,19.93,3,0.76,1,0.73,1,1,34.39,1103,0.17
2011,sadd,sadd25,113,976,965,769,702,469,464,0.57778,45.5075,16,0.891578,20.73,16.75,22.38,3,1,1,0.54,1,1,36.17,920,0.7
2011,sadd,sadd26,114,994,935,676,699,454,434,0.42636,45.506,18,0.912231,29.16,23.69,25.78,3,0.68,1,0.51,1,1,22.89,439,0.29
2011,sadd,sadd27,115,936,982,692,784,441,465,0.50427,45.5063,27,0.648578,21.01,13.41,19.94,3,1,1,0.68,1,1,26.5,849,0.74
2011,sadd,sadd28,116,1202,1225,949,977,580,591,0.58824,45.5081,25,0.511308,15.92,14.3,14.16,3,1,1,0.85,1,1,35.87,2278,0.04
2011,sadd,sadd29,117,1007,1001,747,677,475,471,0.51163,45.5029,25,0.971959,28.91,35.64,36.65,3,0.76,1,0.51,1,1,46.24,439,0.09
2011,sadd,sadd30,118,1169,1164,933,893,565,563,0.6,45.5041,6,0.615222,18.26,17.95,17.92,3,1,1,0.71,1,1,42.81,1698,0.15
2011,salt,Salt1,119,NA,NA,NA,NA,NA,NA,0.49296,44.9161,19,0.931839,23.18,22.66,24.44,3,1,1,0.79,1,1,63.7,1358,0.32
2011,salt,Salt2,120,955,981,601,595,433,447,0.41026,44.9196,17,0.911116,23.91,11.08,15.3,1,0.12,0.31,0.26,0.56,0.47,86.31,4697,0.62
2011,salt,Salt3,121,1240,1238,552,646,466,476,0.20635,44.9273,12,0.744248,20.87,15.16,18.49,3,0.68,1,0.35,1,1,18.6,693,0.45
2011,salt,Salt4,122,575,582,290,296,236,232,0.27434,44.9309,7,0.647847,21.78,9.04,10.02,1,0.03,0.26,0.15,0.27,0.41,22.75,2886,0.21
2011,salt,Salt5,123,1016,1216,491,466,403,484,0.24444,44.9416,6,0.642379,22.73,8.15,15.87,3,1,1,0.61,1,1,38.86,1966,0.84
2011,salt,Salt6,124,1019,1009,651,507,464,461,0.42268,44.9126,6,0.779124,24.31,17.81,18,2,0.27,0.89,0.54,1,1,35.61,1401,0.06
2011,salt,Salt7,125,NA,NA,NA,NA,NA,NA,0.42466,44.9447,11,0.820533,25.6,17.26,20.16,2,0.5,0.86,0.44,1,1,62.73,1966,0.43
2011,salt,Salt8,126,937,933,677,587,446,444,0.53846,44.9482,5,0.768318,22.5,11.2,13.27,2,0.33,0.94,0.56,1,1,49.7,3593,0.33
2011,salt,Salt9,127,267,283,160,210,121,129,0.41026,44.9516,10,0.679638,25.51,9.52,14.32,1,0.05,0.2,0.03,0.31,0.07,36.23,2249,0.62
2011,salt,Salt10,128,1301,1286,762,748,570,567,0.35354,44.9515,29,0.485419,24.6,12.69,18.17,3,1,1,0.78,1,1,42.15,1627,0.61
2011,salt,Salt11,129,510,447,304,281,228,204,0.38028,44.9553,20,0.864523,21.53,9.66,12.67,1,0.06,0.36,0.21,0.41,0.46,39.19,3112,0.47
2011,salt,Salt12,130,1281,1221,961,878,616,584,0.57576,44.9598,14,0.877417,25.34,19.03,20.75,2,0.58,0.98,0.51,1,1,77.95,2306,0.25
2011,salt,Salt13,131,NA,NA,NA,NA,NA,NA,0.18182,44.9622,13,0.760961,24.22,20.9,22.38,3,0.68,1,0.5,1,1,47.85,1217,0.23
2011,salt,Salt14,132,924,934,639,591,434,429,0.49398,44.9657,25,0.896744,24.02,26.38,25.06,2,0.57,1,0.25,1,1,48.81,990,0.08
2011,salt,Salt15,133,NA,NA,NA,NA,NA,NA,0.61644,44.9689,15,0.545009,26.11,24.35,23.62,1,0.03,0.24,0.1,0.23,0.29,56.37,1287,0.06
2011,salt,Salt16,134,1261,1256,875,895,592,591,0.49367,44.9726,27,0.380085,21.78,20.9,21.65,2,0.46,0.96,0.54,1,1,49.97,1358,0.27
2011,salt,Salt17,135,1368,1372,1000,1008,653,654,0.54667,44.974,11,0.747163,22.27,14.74,18,3,1,1,0.86,1,1,51.09,2009,0.46
2011,salt,Salt18,136,NA,NA,NA,NA,NA,NA,0.51613,44.9776,18,0.757228,27.42,21.71,22.64,3,1,1,0.84,1,1,63.18,1570,0.26
2011,salt,Salt19,137,1282,1301,876,877,599,609,0.47826,44.9816,10,0.717245,26.02,13.66,15.49,3,1,1,0.69,1,1,38.63,2051,0.36
2011,salt,Salt20,138,NA,NA,NA,NA,NA,NA,0.41772,44.9841,9,0.799339,22.73,20.55,20.62,2,0.38,0.99,0.35,1,1,45.82,1372,0.24
2011,salt,Salt21,139,329,314,220,163,154,146,0.48718,44.9883,16,0.739836,22.15,20.01,20.13,1,0.17,0.7,0.25,0.14,0.52,37.8,1188,0.03
2011,salt,Salt22,140,NA,NA,NA,NA,NA,NA,-0.45299,44.9922,5,0.718339,22.5,14.62,15.01,3,0.64,1,0.79,1,1,28.27,1599,0.07
2011,salt,Salt23,141,670,636,377,NA,290,285,0.33333,44.9928,4,0.668415,21.78,12.99,15.08,1,0.02,0.46,0.22,0.33,0.47,45.99,2575,0.41
2011,salt,Salt24,142,NA,NA,NA,NA,NA,NA,0.39583,44.9913,3,0.721312,20.45,12.6,18.59,1,0.05,0.34,0.06,0.26,0.16,38.38,1415,0.72
2011,salt,Salt25,143,NA,NA,NA,NA,NA,NA,0.41772,44.9987,10,0.699215,15.25,9.95,10.65,2,0.25,0.88,0.4,0.98,0.99,37.02,4159,0.21
2011,salt,Salt26,144,164,166,106,140,77,78,0.50685,45.0009,10,0.813466,16.35,14.2,14.69,1,0.02,0.32,0.16,0.07,0.13,47,2773,0.3
2011,salt,Salt27,145,294,287,192,175,137,134,0.475,45.0034,5,0.691262,21.9,9.8,11.46,1,0.02,0.75,0.27,0.37,0.5,44.08,4272,0.36
2011,salt,Salt28,146,NA,NA,NA,NA,NA,NA,0.49333,45.0068,19,0.548403,20.73,12.59,14.38,3,0.71,1,0.83,1,1,47.57,2928,0.31
2011,salt,Salt29,147,1142,1161,885,896,554,557,0.61539,45.0074,14,0.548117,18.26,9.2,9.59,2,0.41,1,0.62,1,1,30.22,4188,0.1
2011,salt,Salt30,148,1181,1199,854,872,562,572,0.53623,45.0083,11,0.772314,22.73,13.52,15.9,2,0.41,1,0.55,1,1,43.82,2207,0.41
2011,east,ubeast1,149,NA,NA,NA,NA,NA,NA,0.3125,45.8288,26,0.924444,,,,0,0,0,0,0,0,44,,0.77
2011,east,ubeast2,150,NA,NA,NA,NA,NA,NA,0.325,45.8202,26,0.982218,,,,0,0,0,0,0,0,40,,0.75
2011,east,ubeast3,151,72,55,19,20,33,25,0.45946,45.8161,22,0.923945,,,,0,0,0,0,0,0,64,,0.03
2011,east,ubeast4,152,105,113,45,69,49,52,0.50562,45.808,11,0.767673,,,,0,0,0,0,0,0,38,,0.37
2011,fort,ubfort1,153,-72,-56,-80,-66,-34,-21,0.58333,46.266,18,0.873388,,,,0,0,0,0,0,0,30,,0
2011,fort,ubfort2,154,169,47,106,26,81,53,0.6,46.2643,3,0.724911,,,,0,0,0,0,0,0,38,,0
2011,fort,ubfort3,155,NA,NA,NA,NA,NA,NA,0.65,46.2652,11,0.815102,,,,0,0,0,0,0,0,20,,0.1
2011,fort,ubfort4,156,14,-5,-14,-36,6,-2,0.58065,46.2613,13,0.747779,,,,0,0,0,0,0,0,28,,0.21
2011,fort,ubfort5,157,-71,-128,-79,-138,-34,-60,0.57143,46.2583,21,0.811675,,,,0,0,0,0,0,0,40,,0.35
2011,lutz,ublutz1,158,NA,NA,NA,NA,NA,NA,0.66071,46.1897,1,0.696978,,,,0,0,0,0,0,0,28,,0
2011,lutz,ublutz2,159,NA,NA,NA,NA,NA,NA,0.57143,46.1761,4,0.728872,,,,0,0,0,0,0,0,40,,0.1
2011,puzz,ubpuzz1,160,NA,NA,NA,NA,NA,NA,0.65217,48.1935,12,0.809257,,,,0,0,0,0,0,0,30,,0.2
2011,puzz,ubpuzz2,161,216,135,105,-33,103,65,0.54839,48.1972,3,0.698273,,,,0,0,0,0,0,0,44,,0.14
2011,puzz,ubpuzz3,162,134,-25,56,-165,66,-12,0.67857,48.2007,9,0.757314,,,,0,0,0,0,0,0,38,,0.16
2011,puzz,ubpuzz4,163,140,143,60,141,68,70,0.67213,48.2177,18,0.862617,,,,0,0,0,0,0,0,42,,0.24
2011,rr,ubrr1,164,-191,-139,-78,-11,-89,-65,0.51111,43.5828,8,0.720966,,,,0,0,0,0,0,0,,,
2011,rr,ubrr2,165,127,141,159,131,62,69,0.61702,43.5733,3,0.686658,,,,0,0,0,0,0,0,,,
2011,rr,ubrr3,166,-284,-171,-83,62,-112,-64,0.25,43.5305,9,0.760994,,,,0,0,0,0,0,0,,,0
2011,sadd,ubsadd1,167,-7,-48,21,-45,-3,-23,0.61404,45.4844,22,0.952784,,,,0,0,0,0,0,0,,,0.75
2011,sadd,ubsadd10,168,NA,NA,NA,NA,NA,NA,0,45.4376,24,0.949038,,,,0,0,0,0,0,0,,,0
2011,sadd,ubsadd2,169,-196,-182,-82,-96,-83,-77,0.30864,45.5469,14,0.562983,,,,0,0,0,0,0,0,,,0
2011,sadd,ubsadd3,170,6,-8,31,54,2,-3,0.43333,45.5466,8,0.590935,,,,0,0,0,0,0,0,,,0.75
2011,sadd,ubsadd4,171,NA,NA,NA,NA,NA,NA,0.39241,45.5446,7,0.688679,,,,0,0,0,0,0,0,,,0.75
2011,sadd,ubsadd5,172,-42,-27,0,53,-19,-12,0.39759,45.5615,20,0.497972,,,,0,0,0,0,0,0,,,0
2011,sadd,ubsadd6,173,-103,-72,-31,-14,-43,-31,0.31765,45.5596,6,0.696692,,,,0,0,0,0,0,0,,,0.25
2011,sadd,ubsadd7,174,NA,NA,NA,NA,NA,NA,0,45.4453,28,0.387233,,,,0,0,0,0,0,0,,,0
2011,sadd,ubsadd8,175,NA,NA,NA,NA,NA,NA,0,45.4339,20,0.590235,,,,0,0,0,0,0,0,,,0
2011,sadd,ubsadd9,176,NA,NA,NA,NA,NA,NA,0,45.4342,31,1.000997,,,,0,0,0,0,0,0,,,0
2011,salt,ubsalt1,177,297,258,150,160,124,108,0.29293,44.9234,9,0.803953,,,,0,0,0,0,0,0,,,0.75
2011,salt,ubsalt10,178,100,105,58,79,46,49,0.46939,45.0061,20,0.907753,,,,0,0,0,0,0,0,,,0.15
2011,salt,ubsalt2,179,NA,NA,NA,NA,NA,NA,0.34,44.9344,3,0.741147,,,,0,0,0,0,0,0,,,0.75
2011,salt,ubsalt3,180,305,265,161,80,130,111,0.31818,44.9379,5,0.631361,,,,0,0,0,0,0,0,,,0.75
2011,salt,ubsalt4,181,NA,NA,NA,NA,NA,NA,0.42105,44.9691,9,0.818876,,,,0,0,0,0,0,0,,,0.25
2011,salt,ubsalt5,182,253,194,193,134,123,95,0.64706,44.9811,4,0.674978,,,,0,0,0,0,0,0,,,0.25
2011,salt,ubsalt6,183,120,161,71,115,55,75,0.46667,45.0092,8,0.798841,,,,0,0,0,0,0,0,,,0.25
2011,salt,ubsalt7,184,NA,NA,NA,NA,NA,NA,0.30909,45.01,5,0.767151,,,,0,0,0,0,0,0,,,0.75
2011,salt,ubsalt8,185,148,87,96,-3,70,41,0.51724,45.0118,14,0.831034,,,,0,0,0,0,0,0,,,0
2011,salt,ubsalt9,186,98,86,52,54,44,39,0.40741,44.9677,8,0.806877,,,,0,0,0,0,0,0,,,0.25
2008,newfork,1,187,827,821,463,504,347,360,0.298969072,43.086,2,0.754712,25.8,12.63,13.5,2,0.43,0.88,0.37,1,1,29.76,2080,0.15
2008,newfork,2,188,1076,963,701,630,488,437,0.411764706,43.0869,3,0.768337,22.3,17.82,18.35,2,0.37,0.98,0.17,1,1,35.16,1330,0.18
2008,newfork,3,189,1212,1206,878,873,573,570,0.511111111,43.093,27,0.676097,21.4,12.48,14.68,3,0.63,1,0.64,1,1,28.48,1684,0.1
2008,newfork,4,190,1092,1086,774,744,512,502,0.488888889,43.0922,28,0.645738,20.5,15.19,16.22,3,0.79,1,0.65,1,1,32.74,1584,0.07
2008,newfork,5,191,1053,1053,667,676,472,474,0.388235294,43.0908,12,0.768637,23.5,13.97,17.18,2,0.45,1,0.31,1,1,26.54,1146,0.01
2008,newfork,6,192,1044,1064,621,648,454,468,0.341176471,43.0915,5,0.790003,24.6,13.6,16.53,2,0.47,1,0.42,1,1,21.25,990,0.39
2008,newfork,7,193,990,1043,535,618,409,451,0.28,43.0906,5,0.69946,23.3,16.8,17.04,2,0.52,1,0.29,1,1,18.38,806,0.08
2008,newfork,8,194,896,916,571,593,402,414,0.390243902,43.0882,13,0.892591,22.6,12.72,13.11,2,0.53,0.99,0.31,1,1,40.68,3013,0.08
2008,newfork,9,195,785,827,538,572,363,383,0.45,43.0881,2,0.753909,22,13.41,13.23,2,0.17,0.94,0.12,1,1,46.82,3409,0.03
2008,newfork,10,196,603,584,416,396,279,268,0.45,43.0874,2,0.745864,21.6,14.15,16.84,2,0.11,0.83,0.07,1,1,35.88,1613,0.05
2008,newfork,11,197,381,339,259,232,174,155,0.422222222,43.0835,6,0.807795,22.5,16.68,16.51,1,0.03,0.78,0.06,0.89,0.92,38.45,1797,0.05
2008,newfork,12,198,862,879,586,593,397,404,0.444444444,43.0837,7,0.797212,23.9,10.56,11.38,2,0.49,1,0.35,1,1,30.04,2957,0.1
2008,newfork,13,199,1114,1115,789,793,522,523,0.487179487,43.0837,12,0.876974,22,15.08,17.06,3,0.9,1,0.58,1,1,25.85,1132,0.26
2008,newfork,14,200,1141,1166,824,814,539,544,0.507246377,43.0837,9,0.800206,19.6,11.46,11.69,3,1,1,0.65,1,1,32.64,3042,0.02
2008,newfork,15,201,362,312,256,221,168,144,0.456790123,43.0848,12,0.847984,21.8,14.86,14.76,2,0.05,0.84,0.1,0.98,0.98,35.56,2080,0.01
2008,newfork,16,202,279,231,194,160,128,105,0.428571429,43.085,7,0.78225,21.8,18.62,18.69,1,0.05,0.64,0.13,0.77,0.72,30.66,1118,0.05
2008,newfork,17,203,266,300,178,208,119,137,0.392405063,43.0851,6,0.808222,22.7,21.21,21.1,1,0.08,0.55,0.06,0.85,0.82,28.67,821,0.02
2008,newfork,18,204,492,517,281,297,207,218,0.301204819,43.086,7,0.818052,20.8,15.96,15.69,2,0.11,0.8,0.05,1,1,27.89,1443,0
2008,newfork,19,205,1088,1108,785,772,513,516,0.506493506,43.0854,14,0.866586,21.1,14.85,15.24,3,0.88,1,0.72,1,1,30.42,1669,0.16
2008,newfork,20,206,1054,1040,736,721,491,483,0.473684211,43.0864,13,0.884122,23.9,13.32,16.3,3,0.85,1,0.78,1,1,30.69,1471,0.43
2008,newfork,22,207,262,242,192,173,122,111,0.475,43.0857,13,0.829695,21,16.76,16.75,1,0.04,0.52,0.05,0.76,0.79,35.83,1627,0.02
2008,newfork,24,208,381,357,284,257,180,166,0.512820513,43.0874,9,0.792534,22.3,16.93,16.9,1,0.04,0.52,0.07,0.86,0.85,36.15,1613,0.01
2008,newfork,25,209,464,432,270,250,197,182,0.311827957,43.0864,3,0.77081,25.8,15.97,16.12,1,0.1,0.74,0.09,0.99,0.98,35.8,1754,0.03
2008,newfork,26,210,1151,1108,754,709,524,499,0.416666667,43.0883,4,0.759508,24,13.02,13.85,3,0.82,1,0.8,1,1,25.15,1669,0.16
2008,newfork,27,211,854,740,527,461,377,328,0.365384615,43.0885,4,0.762855,25.7,8.99,13.69,2,0.35,0.96,0.23,1,1,24.56,1669,0.18
2008,newfork,28,212,693,728,491,513,324,340,0.479452055,43.0884,8,0.776004,22.2,17.68,17.7,2,0.41,0.95,0.22,1,1,36.88,1500,0.04
2008,newfork,29,213,472,518,262,293,195,217,0.282608696,43.0898,6,0.774418,22.7,14.94,15.12,2,0.1,0.88,0.1,1,1,34.03,1896,0.07
2008,newfork,30,214,568,651,400,447,264,300,0.46835443,43.091,3,0.765441,21.1,15.4,15.22,2,0.16,0.87,0.06,1,1,40.16,2207,0
2008,newfork,31,215,1254,1246,921,906,595,589,0.526315789,43.0908,5,0.784949,22,14.94,15.13,3,0.8,1,0.6,1,1,22.61,1259,0
2008,newfork,32,216,1092,1083,678,660,485,476,0.373737374,43.0897,6,0.780581,24,18.89,19.67,3,0.8,1,0.61,1,1,24.93,821,0.2
2008,newfork,33,217,1098,1130,738,766,505,521,0.438202247,43.0907,7,0.813791,21.9,17.73,17.98,3,0.92,1,0.63,1,1,29.8,1174,0.08
2008,newfork,34,218,317,505,198,331,138,227,0.346938776,43.0894,3,0.756664,21.1,17.13,17.05,2,0.16,0.79,0.1,1,1,33.91,1485,0.04
2008,newfork,35,219,572,580,384,394,261,266,0.424657534,43.0908,10,0.757745,23,17.95,17.95,2,0.18,0.92,0.1,1,1,33.65,1330,0.01
2008,newfork,36,220,1244,1219,841,818,573,560,0.445783133,43.0907,9,0.832863,22.3,13.12,14.14,3,1,1,0.81,1,1,32.2,2051,0.27
2008,newfork,37,221,576,716,362,472,255,325,0.371428571,43.091,1,0.744748,21.9,14.39,15.5,2,0.3,0.95,0.09,1,1,41.61,2207,0.01
2008,newfork,38,222,628,744,452,536,295,350,0.492957746,43.0895,5,0.764688,21.3,15.22,15.22,2,0.34,1,0.21,1,1,34.49,1896,0
2008,newfork,39,223,312,270,214,187,142,123,0.422222222,43.0908,7,0.810659,22.5,17.37,17.18,1,0.12,0.78,0.1,1,0.99,33.42,1443,0.02
2008,newfork,42,224,248,269,163,173,110,118,0.375,43.0834,20,0.936353,22.9,8.5,8.56,1,0.07,0.52,0.1,0.76,0.79,28.67,4980,0.02
2008,newfork,43,225,855,809,567,521,390,364,0.422680412,43.0837,14,0.895436,27.8,14.12,14.37,2,0.53,1,0.42,1,1,21.34,1316,0.07
2008,newfork,44,226,734,690,455,418,324,301,0.365384615,43.0832,18,0.942406,24.8,12.24,12.22,2,0.22,0.93,0.2,1,1,24.21,2065,0
2008,newfork,45,227,634,617,377,381,274,271,0.333333333,43.086,5,0.766905,24.8,19.65,20.55,3,0.54,1,0.3,1,1,30.94,934,0.24
2008,newfork,46,228,1271,1101,815,695,573,492,0.4,43.0894,1,0.743521,23.4,14.02,15.03,3,0.77,1,0.61,1,1,26.59,1500,0.21
2008,newfork,47,229,1225,1231,854,844,571,570,0.473684211,43.0896,2,0.756398,23.6,14.89,15.27,3,1,1,0.73,1,1,31.33,1712,0.07
2008,newfork,48,230,1296,1274,852,820,591,575,0.421052632,43.0895,1,0.720042,22.3,10.22,10.26,3,0.83,1,0.87,1,1,36.61,4428,0.02
2008,newfork,49,231,1245,1235,756,758,548,546,0.358024691,43.0895,2,0.755982,22.2,11.67,13.81,3,0.69,1,0.66,1,1,29.44,1966,0.05
2008,newfork,50,232,1105,1185,679,776,488,538,0.365853659,43.0886,1,0.725806,22.3,15.93,17.63,3,0.88,1,0.55,1,1,28.64,1174,0.33
2008,newfork,51,233,1136,1039,799,727,531,484,0.481481481,43.0886,1,0.735428,19.9,14.67,14.9,2,0.82,1,0.33,1,1,37.23,2136,0.07
2008,newfork,55,234,950,989,612,652,428,450,0.4,43.0889,9,0.788553,23.1,18.3,18.53,2,0.57,1,0.26,1,1,27.83,1033,0.05
2008,newfork,56,235,797,810,544,549,368,372,0.447368421,43.0896,10,0.762751,21.1,14.62,16.19,2,0.28,0.98,0.07,1,1,39.58,1924,0.11
2008,newfork,57,236,1224,1225,834,826,566,564,0.452380952,43.0896,16,0.748224,21.4,14.56,16.92,3,0.94,1,0.87,1,1,30.53,1358,0.35
