NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RDNBR_orig,RdNBR,RdNBR_BL,dNBR_1018_use,dNBR_BL_1018_use,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,comments,lon,elev,slope,aspect,lat,lat_rad,slope_rad,aspect_rad,FoldedAspect,ln_HeatLoad,HeatLoad,solrad,forest3,forest2,Easting,Northing,MaxTreeHeight,QMD_LAF,QMD_all,RDNBR,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,picolive,ablalive,pienlive,pifllive,psmelive,picobk,ablabk,pienbk,piflbk,psmebk,BABK_p,basal.area,ba_ha,stems_ha,stems,RedGrayStage.BA,RedGrayStage.BA.p,RedGrayStage.trees,RedGrayStage.trees.p,GreenAttack.BA,GreenAttack.BA.p,GreenAttack.trees,GreenAttack.trees.p,RedGrayGreenStage.BA,RedGrayGreenStage.BA.p,RedGrayGreenStage.trees,RedGrayGreenStage.trees.p,OutbreakStage,snag.BA,snag.BA.p,snag.trees,snag.trees.p,FireKill.BA,FireKill.BA.p,FireKill.trees,FireKill.trees.p,live.BA,live.BA.p,live.trees,live.trees.p,LAF.trees,LAF.trees.p,LAF.BA,LAF.BA.p,abla.trees,abla.trees.p,abla.BA,abla.BA.p,pifl.trees,pifl.trees.p,pifl.BA,pifl.BA.p,unk.trees,unk.trees.p,unk.BA,unk.BA.p,pico.trees,pico.trees.p,pico.BA,pico.BA.p,pien.trees,pien.trees.p,pien.BA,pien.BA.p,psme.trees,psme.trees.p,psme.BA,psme.BA.p,abgr.trees,abgr.trees.p,abgr.BA,abgr.BA.p,pial.trees,pial.trees.p,pial.BA,pial.BA.p,potr.trees,potr.trees.p,potr.BA,potr.BA.p,pipo.trees,pipo.trees.p,pipo.BA,pipo.BA.p,pisp.trees,pisp.trees.p,pisp.BA,pisp.BA.p,sasp.trees,sasp.trees.p,sasp.BA,sasp.BA.p,jusp.trees,jusp.trees.p,jusp.BA,jusp.BA.p,pipu.trees,pipu.trees.p,pipu.BA,pipu.BA.p,abco.trees,abco.trees.p,abco.BA,abco.BA.p,stems10,stems_ha10,BKBApico,BKBAabla,BKBApien,BKBApsme,BKBApialfl,BKBA_DC1,BKBA_DC2,BKBA_DC2_pico,DC2_pico,BA_DC1,BA_DC2,need_remain_LAF_avg,total_BA_DC1p,total_BA_DC2p,picoBABK.p,ablaBABK.p,pienBABK.p,psmeBABK.p,pialfl.BA,pialflBABK.p
All,207,BJH,2008,2010,2,newfork,22,207,Extraction,210,262,242,192,173,181,162,108,98,0.47500,,-109.913,2624,13,151,43.0857,0.751987326,0.226892803,2.635447171,1.850049007,-0.186697194,0.829695,685713,2,2,588484,4770904,21,16.76,16.75,210,lightsurf,b,1,0.8,0.04,0.52,23.2,2.9,0.05,0.26,0.76,0.79,PICO,,3,3,,,,,,,,,,,,,,2.53,35.83,1627,115,0.06,0.02,2,0.02,0,0,0,0,0.06,0.02,2,0.02,greenattack,0,0,1,0,1.9,0.7,89,0.77,0.59,0.23,23,0.2,112,0.97,2.47,0.97,0,0,0,0,0,0,0,0,2,0.02,0.02,0.01,108,0.94,2.51,0.99,0,0,0,0,0,0,0,0,0,0,0,0,5,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,82,1160,0.06,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.02,NA,NA,NA,0.01,0
All,208,BJH,2008,2010,2,newfork,24,208,Extraction,310,381,357,284,257,273,246,166,144,0.51282,,-109.911,2647,9,145,43.0874,0.752016996,0.157079633,2.530727415,1.745329252,-0.232520053,0.792534,669921,2,2,588614,4771095,22.3,16.93,16.9,310,lightsurf,b,1,1,0.04,0.52,16.3,7.2,0.07,0.16,0.86,0.85,PICO,,3,3,,,,,,,,,,,,,,2.56,36.15,1613,114,0.03,0.01,1,0.01,0,0,0,0,0.03,0.01,1,0.01,greenattack,0.03,0.01,2,0,2.1,0.8,94,0.82,0.36,0.14,17,0.15,111,0.97,2.5,0.98,0,0,0,0,0,0,0,0,1,0.01,0.01,0,113,0.99,2.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,83,1174,0.03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.01,NA,NA,NA,0,NA
All,209,BJH,2008,2010,2,newfork,25,209,Extraction,480,464,432,270,250,259,239,181,130,0.31183,,-109.914,2640,3,197,43.0864,0.751999543,0.052359878,3.438298626,2.652900463,-0.260313671,0.77081,649141,3,3,588379,4770983,25.8,15.97,16.12,480,lightsurf,b,1,2.6,0.1,0.74,21,5.4,0.09,0.42,0.99,0.98,PICO,,3,3,,,,,,,,,,,,,,2.53,35.8,1754,124,0.07,0.03,1,0.01,0,0,0,0,0.07,0.03,1,0.01,greenattack,0,0,0,0,2.4,1,121,0.98,0.02,0.01,2,0.02,123,0.99,2.46,0.97,0,0,0,0,0,0,0,0,0,0,0,0,103,0.83,2.39,0.95,0,0,0,0,0,0,0,0,0,0,0,0,21,0.17,0.14,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,62,877,0.07,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.03,NA,NA,NA,0.14,0
All,210,BJH,2008,2010,2,newfork,26,210,Extraction,1006,1151,1108,754,709,743,698,510,509,0.41667,,-109.914,2640,4,307,43.0883,0.752032704,0.06981317,5.358160804,1.710422667,-0.275083835,0.759508,615358,2,2,588420,4771192,24,13.02,13.85,1006,crown,d,3,19.6,0.82,1,1.3,8.9,0.8,0.07,1,1,PICO,,3,3,,,,,,,,,,,,,,1.78,25.15,1669,118,0.29,0.16,6,0.05,0,0,0,0,0.29,0.16,6,0.05,greenattack,0.03,0.02,3,0,1.5,0.8,109,0.92,0,0,0,0,109,0.92,1.45,0.82,1,0.01,0,0,0,0,0,0,4,0.03,0.08,0.05,102,0.86,1.64,0.92,0,0,0,0,0,0,0,0,0,0,0,0,11,0.09,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,49,693,0.24,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.14,0,NA,NA,0.05,0
All,211,BJH,2008,2010,2,newfork,27,211,Extraction,854,854,740,527,461,516,450,363,208,0.36539,,-109.912,2646,4,303,43.0885,0.752036195,0.06981317,5.288347634,1.780235837,-0.270687462,0.762855,618812,2,2,588557,4771217,25.7,8.99,13.69,854,sevsurf,c,2,9.1,0.35,0.96,17.7,10.8,0.23,0.37,1,1,PICO,,3,3,,,,,,,,,,,,,,1.74,24.56,1669,118,0.32,0.18,6,0.05,0.82,0.47,17,0.14,1.13,0.18,23,0.05,greenattack,0,0,0,0,0.6,0.3,95,0.81,0,0,0,0,95,0.81,0.6,0.35,1,0.01,0,0,0,0,0,0,0,0,0,0,91,0.77,1.57,0.91,0,0,0,0,1,0.01,0,0,0,0,0,0,25,0.21,0.16,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,41,580,1.08,0,0,0,0.05,0,0,0,0,0,0,NA,0,0,0.69,0,NA,0,0.16,0.32
All,212,BJH,2008,2010,2,newfork,28,212,Extraction,1005,693,728,491,513,480,502,310,405,0.47945,,-109.909,2621,8,139,43.0884,0.752034449,0.13962634,2.42600766,1.640609497,-0.253596967,0.776004,656483,3,3,588826,4771208,22.2,17.68,17.7,1005,sevsurf,c,2,9.2,0.41,0.95,10.4,13.2,0.22,0.1,1,1,PICO,,3,3,,,,,,,,,,,,,,2.61,36.88,1500,106,0.09,0.04,3,0.03,0,0,0,0,0.09,0.04,3,0.03,greenattack,0.01,0,1,0,2.5,1,102,0.96,0,0,0,0,102,0.96,2.5,0.96,0,0,0,0,0,0,0,0,0,0,0,0,105,0.99,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,84,1188,0.09,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.04,NA,NA,NA,0,0
All,213,BJH,2008,2010,2,newfork,29,213,Extraction,780,472,518,262,293,251,282,179,175,0.28261,,-109.914,2627,6,305,43.0898,0.752058884,0.104719755,5.323254219,1.745329252,-0.255644013,0.774418,604015,3,3,588392,4771363,22.7,14.94,15.12,780,sevsurf,c,2,2.2,0.1,0.88,13.6,13.8,0.1,0.06,1,1,PICO,,3,3,,,,,,,,,,,,,,2.41,34.03,1896,134,0.17,0.07,5,0.04,0,0,0,0,0.17,0.07,5,0.04,greenattack,0.01,0,2,0,2.2,0.9,127,0.95,0,0,0,0,127,0.95,2.23,0.93,1,0.01,0,0,0,0,0,0,0,0,0,0,118,0.88,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,74,1047,0.17,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.07,0,NA,NA,0,0
All,214,BJH,2008,2010,2,newfork,30,214,Extraction,568,568,651,400,447,389,436,251,151,0.46835,,-109.914,2623,3,283,43.091,0.752079828,0.052359878,4.939281783,2.129301687,-0.267303614,0.765441,625270,2,2,588412,4771492,21.1,15.4,15.22,568,sevsurf,c,2,3.4,0.16,0.87,29.7,1.6,0.06,0.17,1,1,PICO,,3,3,,,,,,,,,,,,,,2.84,40.16,2207,156,0,0,0,0,0,0,0,0,0,0,0,0,greenattack,0.01,0,4,0,2.8,1,152,0.97,0,0,0,0,152,0.97,2.83,1,0,0,0,0,0,0,0,0,0,0,0,0,155,0.99,2.84,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,98,1386,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0
All,215,BJH,2008,2010,2,newfork,31,215,Extraction,1254,1254,1246,921,906,910,895,583,235,0.52632,,-109.912,2637,5,286,43.0908,0.752076337,0.087266463,4.991641661,2.07694181,-0.242136141,0.784949,620891,3,3,588564,4771476,22,14.94,15.13,1254,crown,d,3,17.7,0.8,1,6.5,13.4,0.6,0.04,1,1,PICO,,3,3,,,,,,,,,,,,,,1.6,22.61,1259,89,0,0,0,0,0.08,0.05,2,0.02,0.08,0,2,0,greenattack,0.02,0.01,1,0,1.5,0.9,86,0.97,0,0,0,0,86,0.97,1.51,0.94,0,0,0,0,0,0,0,0,0,0,0,0,78,0.88,1.52,0.95,0,0,0,0,0,0,0,0,0,0,0,0,11,0.12,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,57,806,0.08,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.05,NA,NA,NA,0.08,0
All,216,BJH,2008,2010,2,newfork,32,216,Extraction,1135,1092,1083,678,660,667,649,471,461,0.37374,,-109.912,2641,6,300,43.0897,0.752057139,0.104719755,5.235987756,1.832595715,-0.247717371,0.780581,612305,2,2,588551,4771347,24,18.89,19.67,1135,crown,d,3,19.3,0.8,1,1.4,12.1,0.61,0.06,1,1,PICO,,3,3,,,,,,,,,,,,,,1.76,24.93,821,58,0.36,0.2,7,0.12,0,0,0,0,0.36,0.2,7,0.12,greenattack,0.01,0,1,0,1.4,0.8,50,0.86,0,0,0,0,50,0.86,1.4,0.79,0,0,0,0,0,0,0,0,2,0.03,0.03,0.02,44,0.76,1.61,0.92,0,0,0,0,0,0,0,0,0,0,0,0,10,0.17,0.11,0.06,2,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,39,552,0.33,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.2,NA,NA,NA,0.11,0
All,217,BJH,2008,2010,2,newfork,33,217,Extraction,1098,1098,1130,738,766,727,755,491,351,0.43820,,-109.91,2653,7,276,43.0907,0.752074592,0.122173048,4.817108736,2.251474735,-0.206051322,0.813791,625624,2,2,588712,4771467,21.9,17.73,17.98,1098,crown,d,3,20.2,0.92,1,1.8,12.7,0.63,0.13,1,1,PICO,,3,3,,,,,,,,,,,,,,2.11,29.8,1174,83,0.17,0.08,5,0.06,0.04,0.02,1,0.01,0.21,0.08,6,0.06,greenattack,0,0,0,0,1.9,0.9,77,0.93,0,0,0,0,77,0.93,1.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,83,1,2.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,62,877,0.21,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.1,NA,NA,NA,0,NA
All,218,BJH,2008,2010,2,newfork,34,218,Extraction,781,317,505,198,331,187,320,123,98,0.34694,,-109.91,2651,3,149,43.0894,0.752051903,0.052359878,2.600540585,1.815142422,-0.278835523,0.756664,645917,2,2,588736,4771321,21.1,17.13,17.05,781,sevsurf,c,2,3.3,0.16,0.79,16,9.2,0.1,0.4,1,1,PICO,,3,3,,,,,,,,,,,,,,2.4,33.91,1485,105,0.1,0.04,4,0.04,0,0,0,0,0.1,0.04,4,0.04,greenattack,0.02,0.01,2,0,2.3,1,99,0.94,0,0,0,0,99,0.94,2.28,0.95,0,0,0,0,0,0,0,0,1,0.01,0,0,99,0.94,2.39,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,82,1160,0.1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.04,NA,NA,NA,0.01,0.02
All,219,BJH,2008,2010,2,newfork,35,219,Extraction,572,572,580,384,394,373,383,247,144,0.42466,,-109.908,2643,10,128,43.0908,0.752076337,0.174532925,2.234021443,1.448623279,-0.277409011,0.757745,659193,3,3,588898,4771472,23,17.95,17.95,572,sevsurf,c,2,4.2,0.18,0.92,22.1,6.2,0.1,0.25,1,1,PICO,,3,3,,,,,,,,,,,,,,2.38,33.65,1330,94,0.03,0.01,1,0.01,0,0,0,0,0.03,0.01,1,0.01,greenattack,0,0,0,0,2.4,1,93,0.99,0,0,0,0,93,0.99,2.35,0.99,0,0,0,0,0,0,0,0,0,0,0,0,94,1,2.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,60,849,0.03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.01,NA,NA,NA,0,NA
All,220,BJH,2008,2010,2,newfork,36,220,Extraction,1244,1244,1219,841,818,830,807,560,130,0.44578,,-109.906,2663,9,279,43.0907,0.752074592,0.157079633,4.869468613,2.199114858,-0.182886241,0.832863,619914,3,3,589049,4771472,22.3,13.12,14.14,1244,crown,d,3,19.2,0.86,1,0,15.7,0.81,0.02,1,1,PICO,,3,3,,,,,,,,,,,,,,2.28,32.2,2051,145,0.61,0.27,20,0.14,0,0,0,0,0.61,0.27,20,0.14,greenattack,0.02,0.01,3,0,1.6,0.7,122,0.84,0,0,0,0,122,0.84,1.65,0.72,0,0,0,0,0,0,0,0,0,0,0,0,145,1,2.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,95,1344,0.61,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.27,NA,NA,NA,0,NA
All,221,BJH,2008,2010,2,newfork,37,221,Extraction,877,576,716,362,472,351,461,240,509,0.37143,,-109.904,2673,1,182,43.091,0.752079828,0.017453293,3.176499239,2.391101075,-0.294708753,0.744748,643019,2,2,589195,4771502,21.9,14.39,15.5,877,sevsurf,c,2,6.5,0.3,0.95,10.9,9.1,0.09,0.09,1,1,PICO,,3,3,,,,,,,,,,,,,,2.94,41.61,2207,156,0.03,0.01,1,0.01,0.62,0.21,14,0.09,0.65,0.01,15,0.01,greenattack,0,0,0,0,2.3,0.8,141,0.9,0,0,0,0,141,0.9,2.29,0.78,0,0,0,0,0,0,0,0,0,0,0,0,156,1,2.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,105,1485,0.65,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.22,NA,NA,NA,0,NA
All,222,BJH,2008,2010,2,newfork,38,222,Extraction,628,628,744,452,536,441,525,282,208,0.49296,,-109.908,2631,5,142,43.0895,0.752053648,0.087266463,2.478367538,1.692969374,-0.268287621,0.764688,638871,3,3,588881,4771333,21.3,15.22,15.22,628,sevsurf,c,2,7.3,0.34,1,15.7,13.6,0.21,0.08,1,1,PICO,,3,3,,,,,,,,,,,,,,2.44,34.49,1896,134,0,0,0,0,0,0,0,0,0,0,0,0,greenattack,0,0,0,0,2.4,1,134,1,0,0,0,0,134,1,2.44,1,0,0,0,0,0,0,0,0,0,0,0,0,133,0.99,2.43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,102,1443,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0.01,0
All,223,BJH,2008,2010,2,newfork,39,223,Extraction,130,312,270,214,187,203,176,127,405,0.42222,,-109.902,2666,7,170,43.0908,0.752076337,0.122173048,2.967059728,2.181661565,-0.209907215,0.810659,669134,3,3,589357,4771484,22.5,17.37,17.18,130,lightsurf,b,1,2.7,0.12,0.78,23.1,5.8,0.1,0.22,1,0.99,PICO,,3,3,,,,,,,,,,,,,,2.36,33.42,1443,102,0.04,0.02,2,0.02,0,0,0,0,0.04,0.02,2,0.02,greenattack,0.02,0.01,3,0,2.3,1,96,0.94,0,0,1,0.01,97,0.95,2.3,0.97,0,0,0,0,0,0,0,0,0,0,0,0,95,0.93,2.35,0.99,0,0,0,0,0,0,0,0,0,0,0,0,7,0.07,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,66,934,0.04,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.02,NA,NA,NA,0.02,0
All,224,BJH,2008,2010,2,newfork,42,224,Extraction,248,248,269,163,173,152,162,95,175,0.37500,,-109.92,2586,20,172,43.0834,0.751947183,0.34906585,3.001966313,2.21656815,-0.065763134,0.936353,711350,2,2,587944,4770642,22.9,8.5,8.56,248,lightsurf,b,1,1.7,0.07,0.52,27.6,1,0.1,0.27,0.76,0.79,PICO,,3,3,,,,,,,,,,,,,,2.03,28.67,4980,352,0.03,0.02,1,0,0,0,0,0,0.03,0.02,1,0,greenattack,0,0,0,0,1.5,0.7,277,0.79,0.48,0.24,74,0.21,351,1,1.99,0.98,0,0,0,0,0,0,0,0,3,0.01,0.17,0.08,305,0.87,1.77,0.88,0,0,0,0,1,0,0.01,0.01,0,0,0,0,43,0.12,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,61,863,0.03,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.02,NA,NA,0,0.07,0
All,225,BJH,2008,2010,2,newfork,43,225,Extraction,754,855,809,567,521,556,510,377,345,0.42268,,-109.924,2564,14,241,43.0837,0.751952419,0.244346095,4.206243497,2.862339973,-0.110444818,0.895436,648169,3,3,587573,4770667,27.8,14.12,14.37,754,sevsurf,c,2,14.8,0.53,1,6.9,14.6,0.42,0.19,1,1,PICO,PSME,3,3,,,,,,,,,,,,,,1.51,21.34,1316,93,0.11,0.07,3,0.03,0,0,0,0,0.11,0.07,3,0.03,greenattack,0.01,0.01,1,0,1.4,0.9,89,0.96,0,0,0,0,89,0.96,1.39,0.92,0,0,0,0,0,0,0,0,2,0.02,0.03,0.02,57,0.61,1.1,0.73,0,0,0,0,3,0.03,0.31,0.21,0,0,0,0,31,0.33,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,32,453,0.09,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.08,NA,NA,0,0.07,0
All,226,BJH,2008,2010,2,newfork,44,226,Extraction,734,734,690,455,418,444,407,311,566,0.36539,,-109.922,2589,18,186,43.0832,0.751943692,0.314159265,3.246312409,2.460914245,-0.059319295,0.942406,709343,2,2,587773,4770617,24.8,12.24,12.22,734,sevsurf,c,2,5.4,0.22,0.93,19,17.1,0.2,0.32,1,1,PICO,,3,3,,,,,,,,,,,,,,1.71,24.21,2065,146,0,0,0,0,0,0,0,0,0,0,0,0,greenattack,0.01,0,1,0,1.7,1,145,0.99,0,0,0,0,145,0.99,1.71,1,0,0,0,0,0,0,0,0,1,0.01,0.04,0.02,136,0.93,1.64,0.96,0,0,0,0,0,0,0,0,0,0,0,0,9,0.06,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,39,552,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0.04,0
All,227,BJH,2008,2010,2,newfork,45,227,Extraction,583,634,617,377,381,366,370,259,353,0.33333,,-109.924,2606,5,144,43.086,0.751992562,0.087266463,2.513274123,1.727875959,-0.265391757,0.766905,651954,3,3,587599,4770924,24.8,19.65,20.55,583,crown,d,3,13.4,0.54,1,9.5,12.6,0.3,0.04,1,1,PICO,PSME,3,3,,,,,,,,,,,,,,2.19,30.94,934,66,0.52,0.24,11,0.17,0,0,0,0,0.52,0.24,11,0.17,greenattack,0,0,0,0,1.7,0.8,55,0.83,0,0,0,0,55,0.83,1.67,0.76,0,0,0,0,0,0,0,0,0,0,0,0,38,0.58,1.78,0.81,0,0,0,0,11,0.17,0.21,0.1,0,0,0,0,15,0.23,0.19,0.09,2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,39,552,0.38,0,0,0,0.14,0,0,0,0,0,0,NA,0,0,0.21,NA,NA,0,0.19,0.74
All,228,BJH,2008,2010,2,newfork,46,228,Extraction,933,1271,1101,815,695,804,684,559,478,0.40000,,-109.919,2615,1,282,43.0894,0.752051903,0.017453293,4.921828491,2.14675498,-0.296358284,0.743521,628462,3,3,587966,4771305,23.4,14.02,15.03,933,crown,d,3,18.1,0.77,1,5.6,19.1,0.61,0.11,1,1,PICO,,3,3,,,,,,,,,,,,,,1.88,26.59,1500,106,0.4,0.21,10,0.09,0,0,0,0,0.4,0.21,10,0.09,greenattack,0.01,0.01,1,0,1.5,0.8,95,0.9,0,0,0,0,95,0.9,1.47,0.78,0,0,0,0,0,0,0,0,2,0.02,0,0,84,0.79,1.82,0.97,0,0,0,0,1,0.01,0.01,0.01,0,0,0,0,19,0.18,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,63,891,0.4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.22,NA,NA,0,0.04,0
All,229,BJH,2008,2010,2,newfork,47,229,Extraction,1219,1225,1231,854,844,843,833,558,85,0.47368,,-109.921,2611,2,274,43.0896,0.752055393,0.034906585,4.78220215,2.28638132,-0.279187595,0.756398,628994,3,3,587842,4771325,23.6,14.89,15.27,1219,crown,d,3,20,0.85,1,1.1,12.2,0.73,0.05,1,1,PICO,,3,3,,,,,,,,,,,,,,2.21,31.33,1712,121,0.15,0.07,2,0.02,0,0,0,0,0.15,0.07,2,0.02,greenattack,0.02,0.01,1,0,2.1,0.9,118,0.98,0,0,0,0,118,0.98,2.05,0.93,0,0,0,0,0,0,0,0,0,0,0,0,121,1,2.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,73,1033,0.15,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.07,NA,NA,NA,0,NA
All,230,BJH,2008,2010,2,newfork,48,230,Extraction,1296,1296,1274,852,820,841,809,577,287,0.42105,,-109.922,2610,1,64,43.0895,0.752053648,0.017453293,1.117010721,0.331612558,-0.328445229,0.720042,626707,3,3,587714,4771318,22.3,10.22,10.26,1296,crown,d,3,18.5,0.83,1,3,5.3,0.87,0.08,1,1,PICO,,3,3,,,,,,,,,,,,,,2.59,36.61,4428,313,0.04,0.02,2,0.01,0,0,0,0,0.04,0.02,2,0.01,greenattack,0.01,0,1,0,2.5,1,310,0.99,0,0,0,0,310,0.99,2.54,0.98,1,0,0.01,0,0,0,0,0,26,0.08,0.04,0.01,284,0.91,2.54,0.98,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,119,1684,0.04,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.02,0,NA,NA,0,0
All,231,BJH,2008,2010,2,newfork,49,231,Extraction,1245,1245,1235,756,758,745,747,533,555,0.35803,,-109.924,2611,2,235,43.0895,0.752053648,0.034906585,4.101523742,2.967059728,-0.279738277,0.755982,634699,3,3,587596,4771317,22.2,11.67,13.81,1245,crown,d,3,15.4,0.69,1,1.1,15.3,0.66,0.07,1,1,PICO,,3,3,,,,,,,,,,,,,,2.08,29.44,1966,139,0.11,0.05,4,0.03,0.7,0.34,16,0.12,0.81,0.05,20,0.03,greenattack,0.05,0.03,5,0,1.2,0.6,114,0.82,0,0,0,0,114,0.82,1.22,0.59,0,0,0,0,0,0,0,0,2,0.01,0.02,0.01,122,0.88,1.99,0.95,0,0,0,0,0,0,0,0,0,0,0,0,15,0.11,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,72,1019,0.81,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.41,NA,NA,NA,0.07,0
All,232,BJH,2008,2010,2,newfork,50,232,Extraction,1105,1105,1185,679,776,668,765,474,356,0.36585,,-109.923,2612,1,1,43.0886,0.75203794,0.017453293,0.017453293,0.767944871,-0.320473086,0.725806,623090,3,3,587648,4771216,22.3,15.93,17.63,1105,crown,d,3,19.6,0.88,1,4.1,14.8,0.55,0.1,1,1,PICO,,3,3,,,,,,,,,,,,,,2.02,28.64,1174,83,0.66,0.33,14,0.17,0,0,0,0,0.66,0.33,14,0.17,greenattack,0.01,0,1,0,1.4,0.7,68,0.82,0,0,0,0,68,0.82,1.35,0.67,0,0,0,0,0,0,0,0,0,0,0,0,82,0.99,2.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,60,849,0.66,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.33,NA,NA,NA,0,0
