NoStrat,KEY,dataset,fire_year,sample_year,sample_gap_yr,FIRE,plotname,PLOT,ValueFrom,RDNBR_orig,RdNBR,RdNBR_BL,dNBR_1018_use,dNBR_BL_1018_use,dNBR_Offset,dNBR_Offset_BL,RBR,RBR_BL,preNBR,comments,lon,elev,slope,aspect,lat,lat_rad,slope_rad,aspect_rad,FoldedAspect,ln_HeatLoad,HeatLoad,solrad,forest3,forest2,Easting,Northing,MaxTreeHeight,QMD_LAF,QMD_all,RDNBR,FIRESEV,FIRESEVCODE,FIRESEVNUM,CHARHT,CHARHT_percMax,BOLESCORCH,LITTDUFFMM,SOILCHARMM,CHARCOV,LiveVegCov,Firemort.BA.p,Firemort.trees.p,over1,over2,FieldClass,FieldClass2,under1,under2,picolive,ablalive,pienlive,pifllive,psmelive,picobk,ablabk,pienbk,piflbk,psmebk,BABK_p,basal.area,ba_ha,stems_ha,stems,RedGrayStage.BA,RedGrayStage.BA.p,RedGrayStage.trees,RedGrayStage.trees.p,GreenAttack.BA,GreenAttack.BA.p,GreenAttack.trees,GreenAttack.trees.p,RedGrayGreenStage.BA,RedGrayGreenStage.BA.p,RedGrayGreenStage.trees,RedGrayGreenStage.trees.p,OutbreakStage,snag.BA,snag.BA.p,snag.trees,snag.trees.p,FireKill.BA,FireKill.BA.p,FireKill.trees,FireKill.trees.p,live.BA,live.BA.p,live.trees,live.trees.p,LAF.trees,LAF.trees.p,LAF.BA,LAF.BA.p,abla.trees,abla.trees.p,abla.BA,abla.BA.p,pifl.trees,pifl.trees.p,pifl.BA,pifl.BA.p,unk.trees,unk.trees.p,unk.BA,unk.BA.p,pico.trees,pico.trees.p,pico.BA,pico.BA.p,pien.trees,pien.trees.p,pien.BA,pien.BA.p,psme.trees,psme.trees.p,psme.BA,psme.BA.p,abgr.trees,abgr.trees.p,abgr.BA,abgr.BA.p,pial.trees,pial.trees.p,pial.BA,pial.BA.p,potr.trees,potr.trees.p,potr.BA,potr.BA.p,pipo.trees,pipo.trees.p,pipo.BA,pipo.BA.p,pisp.trees,pisp.trees.p,pisp.BA,pisp.BA.p,sasp.trees,sasp.trees.p,sasp.BA,sasp.BA.p,jusp.trees,jusp.trees.p,jusp.BA,jusp.BA.p,pipu.trees,pipu.trees.p,pipu.BA,pipu.BA.p,abco.trees,abco.trees.p,abco.BA,abco.BA.p,stems10,stems_ha10,BKBApico,BKBAabla,BKBApien,BKBApsme,BKBApialfl,BKBA_DC1,BKBA_DC2,BKBA_DC2_pico,DC2_pico,BA_DC1,BA_DC2,need_remain_LAF_avg,total_BA_DC1p,total_BA_DC2p,picoBABK.p,ablaBABK.p,pienBABK.p,psmeBABK.p,pialfl.BA,pialflBABK.p
All,361,BJH,2008,2011,3,gunbarrel,libby6,361,Extraction,985,1043,977,515,449,537,471,430,421,0.26563,,-109.846,2646,31,287,44.4932,0.776552835,0.541052068,5.009094953,2.059488517,-0.064042434,0.937965,505610,3,3,591768,4927301,26.27,16.27,18.53,985,crown,d,3,20.82,0.79,1,1.4,0.3,0.48,0.25,1,1,ABLA,PSME,3,3,,,,,,,,,,,,,,3.07,43.49,1613,114,0.74,0.24,5,0.04,0,0,0,0,0.74,0.24,5,0.04,gray,0.11,0.04,2,0,2.2,0.7,107,0.94,0,0,0,0,107,0.94,2.22,0.72,95,0.83,1.78,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.17,1.3,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,63,891,0,0,0,0.74,0,0,0.74,0,0,0,1.93,-0.51,0,0.63,NA,0,NA,0.57,0,NA
All,362,BJH,2008,2011,3,gunbarrel,libby7,362,Extraction,1447,1447,1285,681,611,703,633,535,517,0.23636,,-109.849,2647,17,284,44.4878,0.776458587,0.296705973,4.956735076,2.111848395,-0.130991156,0.877226,582316,3,3,591560,4926700,27.71,16.28,24.37,1447,crown,d,3,20.44,0.74,1,1,1.7,0.41,0.37,1,1,PSME,PICO,2,2,,,,,,,,,,,,,,3.64,51.46,1103,78,2.36,0.65,18,0.23,0,0,0,0,2.36,0.65,18,0.23,gray,0.05,0.01,1,0,1.2,0.3,59,0.76,0,0,0,0,59,0.76,1.23,0.34,48,0.62,0.82,0.23,0,0,0,0,0,0,0,0,13,0.17,1.04,0.29,0,0,0,0,17,0.22,1.77,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,49,693,0.79,0,0,1.56,0,1.32,1.03,0.67,0.73,1.35,1.25,-0.27,0.37,0.34,0.76,0,NA,0.88,0,NA
All,363,BJH,2008,2011,3,gunbarrel,libby8,363,Extraction,639,639,696,274,304,296,326,227,228,0.21495,,-109.85,2529,20,156,44.4837,0.776387028,0.34906585,2.722713633,1.93731547,-0.146535279,0.863695,689632,3,3,591442,4926243,26.19,13.41,29.09,639,lightsurf,b,1,2.19,0.08,0.78,14.2,4.9,0.32,0.43,0.48,0.81,PSME,,2,2,,,,,,,,,,,,,,5.38,76.14,1146,81,4.44,0.83,40,0.49,0,0,0,0,4.44,0.83,40,0.49,gray,0.56,0.1,14,0.2,0.2,0,22,0.27,0.2,0.04,5,0.06,27,0.33,0.38,0.07,4,0.05,0.32,0.06,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.94,5.07,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,56,792,0,0.3,0,4.14,0,0.83,0.42,0,0,1.12,0.42,0.19,0.21,0.08,NA,0.94,NA,0.82,0,0
All,364,BJH,2008,2011,3,gunbarrel,libby9,364,Extraction,262,262,269,100,100,122,122,166,150,0.21600,,-109.855,2415,28,267,44.4828,0.776371321,0.488692191,4.660029103,2.408554368,0.000767019,1.000767,561112,3,3,591069,4926137,23.5,20.39,29.23,262,lightsurf,b,1,0.88,0.04,0.44,9.7,0,0.11,0.2,0.14,0.33,PSME,,2,2,,,,,,,,,,,,,,4.36,61.66,920,65,3.26,0.75,29,0.45,0,0,0,0,3.26,0.75,29,0.45,gray,0.22,0.05,9,0.1,0.1,0,9,0.14,0.76,0.17,18,0.28,27,0.42,0.88,0.2,0,0,0,0,5,0.08,0.21,0.05,0,0,0,0,1,0.02,0.03,0.01,0,0,0,0,59,0.91,4.12,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,57,806,0,0,0,3.26,0,0,0.15,0,0,0,0.15,-0.78,0,0.03,0,NA,NA,0.79,0.21,0
All,29,BJH,2011,2012,1,lutz,lutz1,29,Stripping,316,NA,NA,NA,NA,225,NA,171,NA,0.33333,,-113.682,2030,16,223,46.1896,0.8061606,0.27925268,3.892084232,3.106686069,-0.162340346,0.850152,633987,3,3,293036,5118608,20.02,15.57,15.81,316,lightsurf,b,1,2.15,0.11,0.74,12.6,0.4,0.36,0.06,0.54,0.78,PICO,,3,3,,,,,,,,,,,,,,2.88,40.8,2080,147,0.33,0.11,10,0.07,0,0,0,0,0.33,0.11,10,0.07,gray,0.12,0.04,9,0.1,1.3,0.5,100,0.68,1.11,0.39,28,0.19,128,0.87,2.44,0.84,2,0.01,0.02,0.01,4,0.03,0,0,0,0,0,0,141,0.96,2.86,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,89,1259,0.33,0,0,0,0,0.04,0,0,0,0.04,0,2.89,0.01,0,0.11,0,NA,NA,0,0
All,30,BJH,2011,2012,1,lutz,lutz2,30,Extraction,400,405,394,195,203,210,218,31,36,0.26829,,-113.677,2084,12,306,46.1901,0.806169327,0.20943951,5.340707511,1.727875959,-0.275218902,0.759406,542965,3,3,293439,5118650,19.26,15.98,16.13,400,lightsurf,b,1,0.93,0.05,0.48,11.5,0.5,0.26,0.14,0.59,0.71,PICO,,3,3,,,,,,,,,,,,,,2.33,32.95,1613,114,0.24,0.1,5,0.04,0,0,0,0,0.24,0.1,5,0.04,gray,0.17,0.07,13,0.1,1.1,0.5,67,0.59,0.8,0.34,29,0.25,95,0.83,1.9,0.82,0,0,0,0,1,0.01,0.05,0.02,0,0,0,0,113,0.99,2.28,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,80,1132,0.19,0,0,0,0.05,0,0,0,0,0,0,2.84,0,0,0.08,NA,NA,NA,0.05,1
All,31,BJH,2011,2012,1,lutz,lutz3,31,Stripping,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53571,,-113.66,2148,9,286,46.1838,0.806059371,0.157079633,4.991641661,2.07694181,-0.249629165,0.77909,575469,3,3,294735,5117912,22.5,8.59,10.09,,sevsurf,c,2,4,0.18,0.98,14.5,0.4,0.31,0.03,1,1,PICO,PIEN,3,3,,,,,,,,,,,,,,1.78,25.24,3155,223,0.54,0.3,9,0.04,0,0,0,0,0.54,0.3,9,0.04,gray,0,0,0,0,1.2,0.7,214,0.96,0,0,0,0,214,0.96,1.24,0.7,12,0.05,0.08,0.04,45,0.2,0.18,0.1,0,0,0,0,121,0.54,1.34,0.75,45,0.2,0.18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,53,750,0.54,0,0,0,0,0,0.47,0.47,0.47,0,0.47,2.19,0,0.26,0.41,0,0,NA,0.18,0
All,32,BJH,2011,2012,1,lutz,lutz4,32,Extraction,767,767,701,520,533,535,548,246,394,0.48649,,-113.66,2168,11,244,46.1809,0.806008757,0.191986218,4.258603375,2.809980096,-0.194876201,0.822937,618456,3,3,294721,5117591,21.27,15.18,16.5,767,sevsurf,c,2,8.74,0.41,0.99,30.2,0,0.31,0.05,1,1,PICO,PIEN,3,3,,,,,,,,,,,,,,2.78,39.31,1839,130,0.67,0.24,13,0.1,0.06,0.02,1,0.01,0.73,0.24,14,0.1,gray,0.02,0.01,4,0,2,0.7,112,0.86,0,0,0,0,112,0.86,2.03,0.73,44,0.34,0.44,0.16,0,0,0,0,0,0,0,0,55,0.42,1.89,0.68,31,0.24,0.44,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,77,1089,0.73,0,0,0,0,0,0.08,0.08,0.08,0,0.08,1.88,0,0.03,0.39,0,0,NA,0,NA
All,33,BJH,2011,2012,1,lutz,lutz5,33,Extraction,1347,1225,1311,940,1021,955,1036,567,546,0.60784,,-113.662,2105,6,234,46.1781,0.805959887,0.104719755,4.08407045,2.984513021,-0.275695046,0.759044,610712,3,3,294551,5117276,20.31,12.5,13.25,1347,crown,d,3,16.31,0.8,1,3.4,2.2,0.93,0,1,1,ABLA,PICO,3,3,,,,,,,,,,,,,,2.65,37.44,2716,192,0.36,0.14,6,0.03,0,0,0,0,0.36,0.14,6,0.03,gray,0,0,0,0,2.3,0.9,186,0.97,0,0,0,0,186,0.97,2.28,0.86,172,0.9,1.91,0.72,2,0.01,0.09,0.03,0,0,0,0,14,0.07,0.61,0.23,4,0.02,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,70,990,0.27,0,0,0,0.09,0,0.36,0.27,0.27,0,0.36,0,0,0.14,0.45,0,0,NA,0.09,1
All,337,BJH,2008,2011,3,gunbarrel,mummy1,337,Extraction,110,62,102,1,17,23,39,83,81,0.13762,,-109.735,2049,27,209,44.4638,0.776039708,0.471238898,3.647738137,2.862339973,-0.009832295,0.990216,658671,2,2,600636,4924162,27.13,12.02,21.8,110,lightsurf,b,1,1.42,0.05,0.62,29.2,0.2,0.16,0.25,0.15,0.43,PSME,,2,2,,,,,,,,,,,,,,2.2,31.15,835,59,1.65,0.75,10,0.17,0,0,0,0,1.65,0.75,10,0.17,gray,0,0,0,0,0.1,0,21,0.36,0.47,0.22,28,0.47,49,0.83,0.56,0.25,0,0,0,0,4,0.07,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,28,0.47,2.04,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.46,0.11,0.05,,,,0,,,,0,31,439,0,0,0,1.63,0.02,0.41,0,0,0,0.41,0,-0.39,0.19,0,NA,NA,NA,0.8,0.05,0.32
All,338,BJH,2008,2011,3,gunbarrel,mummy2,338,Extraction,354,354,351,105,101,127,123,212,197,0.12871,,-109.733,2136,30,251,44.4661,0.776079851,0.523598776,4.380776423,2.687807048,0.024235413,1.024531,581988,2,2,600757,4924420,22.85,15.61,21.09,354,sevsurf,c,2,8.01,0.35,0.96,14.3,2.4,0.19,0.36,1,1,PSME,JUSP,1,2,,,,,,,,,,,,,,1.57,22.23,637,45,0.91,0.58,11,0.24,0,0,0,0,0.91,0.58,11,0.24,gray,0.03,0.02,1,0,0.6,0.4,33,0.73,0,0,0,0,33,0.73,0.63,0.4,0,0,0,0,1,0.02,0.04,0.02,1,0.02,0.03,0.02,0,0,0,0,0,0,0,0,23,0.51,1.35,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.44,0.16,0.1,,,,0,,,,0,31,439,0,0,0,0.88,0.04,0.15,0,0,0,0.15,0,0.76,0.09,0,NA,NA,NA,0.65,0.04,1
All,339,BJH,2008,2011,3,gunbarrel,mummy3,339,Extraction,978,901,925,303,311,325,333,197,197,0.13044,,-109.741,2260,20,152,44.4751,0.77623693,0.34906585,2.652900463,1.8675023,-0.165392256,0.847561,670925,2,2,600155,4925412,20.31,14.09,22.25,978,crown,d,3,19.28,0.95,1,7.6,0,0.37,0.49,1,1,PSME,,2,2,,,,,,,,,,,,,,1.79,25.28,651,46,1.5,0.84,31,0.67,0,0,0,0,1.5,0.84,31,0.67,gray,0.11,0.06,4,0.1,0.2,0.1,11,0.24,0,0,0,0,11,0.24,0.17,0.1,0,0,0,0,0,0,0,0,9,0.2,0.1,0.06,0,0,0,0,0,0,0,0,37,0.8,1.69,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,40,566,0,0,0,1.5,0,0,1.44,0,0,0,1.69,-0.73,0,0.95,NA,NA,NA,0.89,0,NA
All,340,BJH,2008,2011,3,gunbarrel,mummy4,340,Extraction,531,531,650,194,230,216,252,228,211,0.16522,,-109.74,2203,25,165,44.4706,0.77615839,0.436332313,2.879793266,2.094395102,-0.07720171,0.925703,678877,2,2,600233,4924915,25.77,11.2,13.89,531,crown,d,3,15.29,0.59,1,3.1,2.2,0.22,0.4,1,1,PSME,JUSP,1,2,,,,,,,,,,,,,,1.67,23.58,1556,110,0.57,0.34,5,0.05,0,0,0,0,0.57,0.34,5,0.05,gray,0.08,0.05,2,0,1,0.6,103,0.94,0,0,0,0,103,0.94,1.01,0.61,0,0,0,0,5,0.05,0.12,0.07,3,0.03,0.09,0.06,0,0,0,0,0,0,0,0,60,0.55,0.9,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.38,0.55,0.33,,,,0,,,,0,34,481,0,0,0,0.57,0,0,0.34,0,0,0,0.44,-0.73,0,0.26,NA,NA,NA,0.63,0.12,0
All,372,BJH,2008,2009,1,newfork,newfork_ub1,372,Extraction,-125,-125,-127,-77,-79,-88,-90,-73,-76,0.49153,,-109.873,2984,14,336,43.1178,0.752547576,0.247705854,5.872177722,1.196405749,-0.344784562,0.708373,,,,591719,4774511,,,,-125,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,381,BJH,2008,2009,1,newfork,newfork_ub10,381,Extraction,-52,-52,-59,-29,-35,-40,-46,-39,-47,0.57143,,-109.815,2636,19,357,43.0393,0.751177493,0.333586525,6.238347799,0.830235672,-0.512498669,0.598997,,,,596504,4765857,,,,-52,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,382,BJH,2008,2009,1,newfork,newfork_ub11,382,Extraction,-54,-54,-70,-30,-42,-41,-53,-40,-31,0.56000,,-109.81,2740,29,325,43.0383,0.751160039,0.509538403,5.672040816,1.396542654,-0.339800722,0.711912,,,,596946,4765757,,,,-54,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,383,BJH,2008,2009,1,newfork,newfork_ub12,383,Extraction,-32,10,-29,20,-11,9,-22,-7,-48,0.68116,,-109.804,2628,4,358,43.0441,0.751261269,0.067150845,6.242658762,0.825924709,-0.342061263,0.710305,,,,597402,4766405,,,,-32,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,384,BJH,2008,2009,1,newfork,newfork_ub13,384,Extraction,-5,-5,7,7,16,-4,5,-16,3,0.52542,,-109.809,2947,24,354,43.0757,0.751812793,0.415599547,6.183998246,0.884585225,-0.55450568,0.574356,,,,596998,4769905,,,,-5,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,385,BJH,2008,2009,1,newfork,newfork_ub14,385,Extraction,-195,-107,-133,-60,-75,-71,-86,-64,-54,0.44000,,-109.804,3070,31,333,43.0769,0.751833737,0.534884075,5.806099556,1.262483914,-0.427702822,0.652005,,,,597337,4770050,,,,-195,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,386,BJH,2008,2009,1,newfork,newfork_ub15,386,Extraction,90,-60,-32,-33,-11,-44,-22,-42,-38,0.53488,,-109.802,2847,24,317,43.0825,0.751931475,0.412178701,5.531855971,1.5367275,-0.250967742,0.778047,,,,597528,4770669,,,,90,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,387,BJH,2008,2009,1,newfork,newfork_ub16,387,Extraction,-115,-115,-97,-48,-38,-59,-49,-64,-61,0.26316,,-109.808,2827,10,196,43.0845,0.751966382,0.172393675,3.418942925,2.633544762,-0.155199655,0.856244,,,,597021,4770893,,,,-115,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,388,BJH,2008,2009,1,newfork,newfork_ub17,388,Extraction,-79,-79,-82,-43,-44,-54,-55,-51,-39,0.46342,,-109.809,2923,17,131,43.0876,0.752020487,0.299193067,2.292926305,1.507528141,-0.256270172,0.773933,,,,596946,4771234,,,,-79,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,389,BJH,2008,2009,1,newfork,newfork_ub18,389,Extraction,-100,-100,-112,-52,-54,-63,-65,-60,-62,0.39241,,-109.815,2805,16,357,43.0833,0.751945438,0.271842012,6.238260532,0.830322938,-0.467343465,0.626665,,,,596427,4770750,,,,-100,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,390,BJH,2008,2009,1,newfork,newfork_ub19,390,Extraction,-128,-128,-126,-64,-51,-75,-62,-71,-39,0.34375,,-109.818,2792,5,336,43.0828,0.751936711,0.083963776,5.868355451,1.20022802,-0.314305081,0.730296,,,,596243,4770683,,,,-128,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,373,BJH,2008,2009,1,newfork,newfork_ub2,373,Extraction,-100,-100,-88,-55,-48,-66,-59,-61,-48,0.42857,,-109.866,3067,14,284,43.1134,0.752470782,0.241583239,4.955426079,2.113157392,-0.137539142,0.8715,,,,592298,4774031,,,,-100,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,391,BJH,2008,2009,1,newfork,newfork_ub20,391,Extraction,-52,-52,-55,-27,-28,-38,-39,-39,-41,0.51613,,-109.823,2790,11,329,43.0836,0.751950674,0.184332949,5.750772619,1.317810852,-0.303239739,0.738422,,,,595805,4770775,,,,-52,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,392,BJH,2008,2009,1,newfork,newfork_ub21,392,Extraction,-3,-3,11,9,17,-2,6,-17,11,0.35135,,-109.821,2740,21,251,43.0805,0.751896568,0.363494487,4.38616949,2.682413981,-0.028453586,0.971947,,,,595955,4770425,,,,-3,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,393,BJH,2008,2009,1,newfork,newfork_ub22,393,Extraction,-24,-31,-48,-11,-21,-22,-32,-30,-28,0.47619,,-109.828,2683,32,82,43.0811,0.75190704,0.555601133,1.428944692,0.643546528,-0.819916384,0.440468,,,,595372,4770483,,,,-24,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,394,BJH,2008,2009,1,newfork,newfork_ub23,394,Extraction,-195,-204,-139,-91,-59,-102,-70,-99,-24,0.25000,,-109.831,2738,14,203,43.0795,0.751879115,0.237289729,3.535443653,2.750045489,-0.108882293,0.896836,,,,595156,4770301,,,,-195,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,395,BJH,2008,2009,1,newfork,newfork_ub24,395,Extraction,-190,-14,-92,5,-31,-6,-42,-23,-87,0.16832,,-109.831,2781,16,111,43.0827,0.751934966,0.280774607,1.93577958,1.150381417,-0.368715104,0.691622,,,,595129,4770660,,,,-190,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,396,BJH,2008,2009,1,newfork,newfork_ub25,396,Extraction,-280,-65,-101,-23,-41,-34,-52,-43,-24,0.26882,,-109.83,2762,18,91,43.0844,0.751964636,0.314417574,1.589679044,0.804280881,-0.508149397,0.601608,,,,595244,4770854,,,,-280,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,397,BJH,2008,2009,1,newfork,newfork_ub26,397,Extraction,-161,-161,-104,-85,-53,-96,-64,-87,-81,0.35211,,-109.834,2804,2,159,43.0845,0.751966382,0.026838277,2.783014759,1.997616595,-0.290599425,0.747815,,,,594889,4770856,,,,-161,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,374,BJH,2008,2009,1,newfork,newfork_ub3,374,Extraction,92,-95,-61,-53,-28,-64,-39,-58,-50,0.45263,,-109.87,3050,4,140,43.1147,0.752493471,0.066900914,2.438416951,1.653018788,-0.280644599,0.755297,,,,591897,4774169,,,,92,unburned,a,0,0,0,0,,0,0,,0,0,PIEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
